t,r1x,r2x,r3x,v1x,v2x,v3x,a1x,a2x,a3x,r1y,r2y,r3y,v1y,v2y,v3y,a1y,a2y,a3y
45.22,-8.758529159432511,-10.698537879432529,-11.353197116267491,-0.3003856765683821,-0.3003856765683821,-0.16581800843162853,-0.3519270820666289,-0.9072925189952559,1.2592196010618848,-9.905394921384005,-9.419219861384017,-9.889270919216134,-0.9703226269889065,-0.9703226269889065,0.5379568969889448,0.055525394980944394,-0.8628447696870661,0.8073193747061218
45.230000000000004,-8.761595977178247,-10.701604697178265,-11.354792335371755,-0.31317923698894745,-0.31317923698894745,-0.15302444801097437,-0.3520573771737938,-0.9474351058891979,1.2994924830629917,-9.91513851362263,-9.428963453622641,-9.88385098427751,-0.9784101391263178,-0.9784101391263178,0.5460444091262673,0.056309099725820544,-0.8664921524872392,0.8101830527614187
45.24,-8.76479274417229,-10.704801464172307,-11.35625760522771,-0.32638630039318883,-0.32638630039318883,-0.139817384606733,-0.3522004889496008,-0.98971970882362,1.341920197773221,-9.924963124166531,-9.438788064166543,-9.878350031033609,-0.9865243238755816,-0.9865243238755816,0.5541585938755311,0.05710406505255004,-0.8697579621460045,0.8126538970934546
45.25,-8.768123703186111,-10.708132423186129,-11.35758868306389,-0.34002919330191617,-0.34002919330191617,-0.12617449169809447,-0.35235687069383537,-1.0343015132771263,1.3866583839709616,-9.934869000100141,-9.448693940100153,-9.8727678124,-0.9946608933105061,-0.9946608933105061,0.5622951633104556,0.05791085434670538,-0.8725708442457514,0.8146599898990461
45.26,-8.771593328038328,-10.711602048038346,-11.358781095061673,-0.3541318669079807,-0.3541318669079807,-0.11207181809202993,-0.352527015810849,-1.0813493214292444,1.4338763372400933,-9.944856342032741,-9.458681282032753,-9.8671041277674,-1.002814786171502,-1.002814786171502,0.5704490561714515,0.05873006350497828,-0.8748486458027909,0.8161185822978126
45.27,-8.77520634052427,-10.715215060524288,-11.35983011942573,-0.3687200403938107,-0.3687200403938107,-0.09748364460619996,-0.3527114617396314,-1.1310468981854758,1.4837583599251072,-9.954925295823571,-9.468750235823583,-9.86135883127657,-1.0109800509321865,-1.0109800509321865,0.5786143209321359,0.0595623236821371,-0.8764966935247142,0.8169343698425771
45.28,-8.778967728846204,-10.718976448846222,-11.360730767953797,-0.3838213584245409,-0.3838213584245409,-0.08238232657546973,-0.35291079436526546,-1.183594451863426,1.5365052462286914,-9.965075943051385,-9.478900883051397,-9.855531841348757,-1.0191497101216918,-1.0191497101216918,0.58678398012173,0.06040830431843687,-0.877405772380901,0.8169974680624642
45.29,-8.782882767692762,-10.72289148769278,-11.36147776595724,-0.39946556421774915,-0.39946556421774915,-0.06673812078226149,-0.35312565298023635,-1.2392102594204548,1.592335912400691,-9.975308290026005,-9.489133230026017,-9.849623151674136,-1.027315602617307,-1.027315602617307,0.5949498726173452,0.06126871648102606,-0.87744974753375,0.816181031052724
45.300000000000004,-8.78695704013056,-10.726965760130577,-11.362065530369442,-0.4156846896842481,-0.4156846896842481,-0.05051899531576254,-0.35335673587516264,-1.298132445031244,1.6514891809064065,-9.985622255103731,-9.499447195103743,-9.84363284389641,-1.0354681999947601,-1.0354681999947601,0.6031024699947984,0.062144316557331464,-0.8764827609941516,0.8143384444368201
45.31,-8.791196461486447,-10.731205181486464,-11.362488145863555,-0.43251326421582803,-0.43251326421582803,-0.033690420784182606,-0.35360480665166355,-1.3606209187703189,1.7142257254219824,-9.9960176540259,-9.509842594025912,-9.83756110227424,-1.043596392265922,-1.043596392265922,0.6112306622659602,0.06303591034345113,-0.8743359201430877,0.8113000097996366
45.32,-8.795607305414876,-10.735616025414894,-11.362739338785126,-0.449988543743185,-0.449988543743185,-0.01621514125682566,-0.35387070136560794,-1.4269594786787332,1.7808301800443411,-10.00649418294905,-9.520319122949061,-9.83140823065109,-1.051687237416754,-1.051687237416754,0.6193215074167036,0.06394435757631324,-0.8708133779348247,0.8068690203585115
45.33,-8.80019623236131,-10.740204952361328,-11.362812448688691,-0.4681507616965064,-0.4681507616965064,0.001947076696495742,-0.3541553366274069,-1.4974580739813235,1.8516134106087303,-10.017051398774235,-9.530876338774247,-9.825174672125906,-1.0597256680511258,-1.0597256680511258,0.6273599380510753,0.0648705769648512,-0.8656876834788875,0.8008171065140364
45.34,-8.804970320648806,-10.744979040648824,-11.362700397251196,-0.4870434034376814,-0.4870434034376814,0.02083971843767074,-0.3544597188079055,-1.5724552188126368,1.9269149376205423,-10.027688696310072,-9.541513636310084,-9.81886103189007,-1.0676941471045254,-1.0676941471045254,0.6353284171045637,0.06581555178277489,-0.8586942559582592,0.7928787041754843
45.35,-8.809937100430064,-10.749945820430082,-11.362395654319938,-0.5067135055649707,-0.5067135055649707,0.04050982056496011,-0.3547849545244619,-1.6523205333089561,2.007105487833418,-10.038405281716326,-9.552230221716338,-9.812468103783814,-1.075572262962332,-1.075572262962332,0.6432065329624592,0.06678033609375834,-0.8495248034869727,0.7827444673932143
45.36,-8.815104590760106,-10.755113310760123,-11.361890200839897,-0.5272119811705167,-0.5272119811705167,0.06100829617050607,-0.35513226261285136,-1.7374573706650098,2.092589633277861,-10.049200141569319,-9.56302508156933,-9.80599690123082,-1.0833362523427148,-1.0833362523427148,0.6509705223428419,0.06776606168906797,-0.8378194703710923,0.7700534086820243
45.37,-8.820481340053474,-10.760490060053492,-11.361175488396528,-0.5485939715881294,-0.5485939715881294,0.08239028658811876,-0.3555029878276791,-1.8283054624188586,2.183808450246538,-10.06007200676318,-9.573896946763192,-9.799448693336958,-1.0909584369067638,-1.0909584369067638,0.6585927069068909,0.06877394582784893,-0.8231574499577563,0.7543835041299074
