Time,StepCount,y_hat[1],y_hat[2],y_hat[3]
4447,111175,59.6996,-19.8486,0.61676
4448,111200,59.6839,-19.8456,0.620314
4449,111225,59.6718,-19.8417,0.623938
4450,111250,59.6604,-19.8343,0.627573
4451,111275,59.6519,-19.8252,0.631083
4452,111300,59.6503,-19.8195,0.63435
4453,111325,59.6557,-19.8203,0.637294
4454,111350,59.6616,-19.8245,0.64003
4455,111375,59.6581,-19.829,0.642998
4456,111400,59.6434,-19.834,0.646384
4457,111425,59.6288,-19.8397,0.649941
4458,111450,59.6278,-19.8428,0.65351
4459,111475,59.6415,-19.8432,0.657101
4460,111500,59.6618,-19.8471,0.660532
4461,111525,59.6806,-19.8546,0.663519
4462,111550,59.6915,-19.8606,0.666258
4463,111575,59.6883,-19.8623,0.669269
4464,111600,59.6724,-19.8621,0.672724
4465,111625,59.6548,-19.8603,0.676398
4466,111650,59.6504,-19.8577,0.68018
4467,111675,59.6575,-19.8548,0.684084
4468,111700,59.6598,-19.8488,0.687816
4469,111725,59.6508,-19.8396,0.691066
4470,111750,59.6394,-19.8309,0.693967
4471,111775,59.6327,-19.827,0.696831
4472,111800,59.6245,-19.8289,0.69996
4473,111825,59.6058,-19.8326,0.703487
4474,111850,59.585,-19.8339,0.70715
4475,111875,59.5839,-19.836,0.710745
4476,111900,59.6046,-19.8433,0.714317
4477,111925,59.6283,-19.8522,0.717671
4478,111950,59.643,-19.8588,0.720536
4479,111975,59.647,-19.8623,0.72318
4480,112000,59.6416,-19.8665,0.726192
4481,112025,59.63,-19.8744,0.729661
4482,112050,59.6229,-19.8833,0.733257
4483,112075,59.6294,-19.8875,0.736885
4484,112100,59.6479,-19.8883,0.740648
4485,112125,59.6628,-19.8879,0.744347
4486,112150,59.6637,-19.8852,0.74758
4487,112175,59.6529,-19.8789,0.750453
4488,112200,59.6334,-19.8704,0.753487
4489,112225,59.61,-19.8665,0.756872
4490,112250,59.5859,-19.8683,0.760554
4491,112275,59.5631,-19.866,0.764381
4492,112300,59.5511,-19.8575,0.768081
4493,112325,59.5567,-19.8545,0.771584
4494,112350,59.5702,-19.8602,0.774779
4495,112375,59.5817,-19.8676,0.777558
4496,112400,59.5885,-19.8751,0.780282
4497,112425,59.5816,-19.8825,0.783437
4498,112450,59.5593,-19.8886,0.786954
4499,112475,59.54,-19.8923,0.790485
4500,112500,59.548,-19.8972,0.79402
4501,112525,59.5803,-19.9062,0.797664
4502,112550,59.6122,-19.9163,0.801125
4503,112575,59.6272,-19.9215,0.804066
4504,112600,59.6286,-19.9216,0.806782
4505,112625,59.6161,-19.9184,0.809842
4506,112650,59.5898,-19.915,0.813305
4507,112675,59.565,-19.9145,0.816948
4508,112700,59.5543,-19.9141,0.820806
4509,112725,59.5546,-19.9079,0.824832
4510,112750,59.5546,-19.8986,0.82855
4511,112775,59.5504,-19.8929,0.83157
4512,112800,59.5455,-19.891,0.834146
4513,112825,59.5405,-19.8928,0.837004
4514,112850,59.5262,-19.8985,0.840496
4515,112875,59.5022,-19.9048,0.844238
4516,112900,59.4899,-19.9102,0.847802
4517,112925,59.5041,-19.916,0.85129
4518,112950,59.5337,-19.9238,0.854846
4519,112975,59.5574,-19.9308,0.858155
4520,113000,59.5736,-19.9372,0.860939
4521,113025,59.5867,-19.9448,0.863627
4522,113050,59.5868,-19.9521,0.866774
4523,113075,59.5687,-19.9566,0.870246
4524,113100,59.5544,-19.9606,0.873699
4525,113125,59.5603,-19.9635,0.877256
4526,113150,59.5756,-19.962,0.881108
4527,113175,59.5836,-19.9572,0.884834
4528,113200,59.5795,-19.9514,0.887793
4529,113225,59.5673,-19.945,0.890173
4530,113250,59.5439,-19.9391,0.892955
4531,113275,59.5073,-19.9387,0.89657
4532,113300,59.4688,-19.9414,0.900529
4533,113325,59.4516,-19.9407,0.904324
4534,113350,59.4636,-19.9406,0.907925
4535,113375,59.4852,-19.9453,0.911312
4536,113400,59.5025,-19.9535,0.914293
4537,113425,59.515,-19.961,0.916949
4538,113450,59.5179,-19.9667,0.91979
4539,113475,59.4984,-19.9695,0.923107
4540,113500,59.4687,-19.9725,0.926555
4541,113525,59.4616,-19.9796,0.929844
4542,113550,59.4896,-19.9902,0.933193
4543,113575,59.5272,-19.9982,0.93678
4544,113600,59.5501,-20.002,0.940195
4545,113625,59.5581,-20.0025,0.942914
4546,113650,59.5566,-19.9996,0.94517
4547,113675,59.5422,-19.9973,0.947721
4548,113700,59.5071,-19.9987,0.950924
4549,113725,59.4634,-19.9999,0.954512
4550,113750,59.4424,-19.9954,0.958221
4551,113775,59.4548,-19.9907,0.962064
4552,113800,59.4725,-19.9917,0.965568
4553,113825,59.4752,-19.9948,0.968204
4554,113850,59.4722,-19.9985,0.97062
4555,113875,59.4681,-20.0061,0.973698
4556,113900,59.4533,-20.017,0.977357
4557,113925,59.43,-20.0243,0.980948
4558,113950,59.4252,-20.0284,0.984244
4559,113975,59.4492,-20.0341,0.987553
4560,114000,59.487,-20.0429,0.990995
4561,114025,59.5236,-20.0537,0.994214
4562,114050,59.5565,-20.0644,0.996933
4563,114075,59.5768,-20.0708,0.999454
4564,114100,59.5753,-20.0737,1.00221
4565,114125,59.5584,-20.0797,1.0052
4566,114150,59.5428,-20.0874,1.0083
4567,114175,59.546,-20.0892,1.0116
4568,114200,59.568,-20.0853,1.01514
4569,114225,59.5871,-20.0829,1.01844
4570,114250,59.5901,-20.082,1.02077
4571,114275,59.5805,-20.0798,1.02277
4572,114300,59.5524,-20.0787,1.02583
4573,114325,59.5115,-20.084,1.0297
4574,114350,59.4851,-20.0916,1.03346
4575,114375,59.4912,-20.0946,1.03696
4576,114400,59.5222,-20.098,1.04035
4577,114425,59.5499,-20.1042,1.04353
4578,114450,59.5633,-20.1091,1.0464
4579,114475,59.5687,-20.1109,1.04918
4580,114500,59.5667,-20.1114,1.05216
4581,114525,59.5516,-20.1117,1.0553
4582,114550,59.5347,-20.1149,1.0583
4583,114575,59.5331,-20.1204,1.06119
4584,114600,59.5537,-20.1241,1.06429
4585,114625,59.5833,-20.1232,1.06764
4586,114650,59.6008,-20.1192,1.07063
4587,114675,59.6068,-20.1152,1.07263
4588,114700,59.6048,-20.1108,1.07419
4589,114725,59.5735,-20.1062,1.07664
4590,114750,59.5046,-20.1028,1.08002
4591,114775,59.4459,-20.0996,1.08341
4592,114800,59.4429,-20.0967,1.08676
4593,114825,59.4723,-20.0967,1.09029
4594,114850,59.4868,-20.0992,1.09335
4595,114875,59.4796,-20.1012,1.09568
4596,114900,59.4704,-20.1037,1.09824
4597,114925,59.4573,-20.1088,1.10157
4598,114950,59.4287,-20.1123,1.10513
4599,114975,59.3969,-20.1103,1.1083
4600,115000,59.3941,-20.1102,1.11118
4601,115025,59.4289,-20.1169,1.11419
4602,115050,59.4784,-20.1264,1.11743
4603,115075,59.5168,-20.1326,1.12041
4604,115100,59.5461,-20.1355,1.1226
4605,115125,59.5718,-20.1384,1.12428
4606,115150,59.5714,-20.1423,1.12632
4607,115175,59.5378,-20.1479,1.1289
4608,115200,59.5072,-20.1512,1.13144
4609,115225,59.5225,-20.1505,1.13394
4610,115250,59.569,-20.1519,1.13664
4611,115275,59.596,-20.1554,1.13885
4612,115300,59.5999,-20.1587,1.14004
4613,115325,59.595,-20.1623,1.14148
4614,115350,59.5709,-20.1686,1.14412
4615,115375,59.5393,-20.1789,1.14714
4616,115400,59.5353,-20.1879,1.1498
4617,115425,59.5671,-20.193,1.15218
4618,115450,59.609,-20.1985,1.15439
4619,115475,59.6348,-20.2038,1.15644
4620,115500,59.6516,-20.2075,1.15837
4621,115525,59.6775,-20.2116,1.16011
4622,115550,59.7062,-20.2159,1.16159
4623,115575,59.7141,-20.2197,1.16295
4624,115600,59.7017,-20.2254,1.16435
4625,115625,59.6977,-20.23,1.16585
4626,115650,59.7237,-20.229,1.16752
4627,115675,59.7694,-20.2265,1.16929
4628,115700,59.8004,-20.2254,1.17045
4629,115725,59.8109,-20.2232,1.17055
4630,115750,59.8046,-20.2195,1.1708
4631,115775,59.7592,-20.2164,1.17228
4632,115800,59.6913,-20.2159,1.1742
4633,115825,59.661,-20.2157,1.17584
4634,115850,59.6871,-20.2151,1.17756
4635,115875,59.724,-20.2155,1.17931
4636,115900,59.733,-20.2159,1.18043
4637,115925,59.7238,-20.2143,1.18122
4638,115950,59.7131,-20.2119,1.18246
4639,115975,59.6928,-20.2081,1.18408
4640,116000,59.66,-20.2005,1.18544
4641,116025,59.6404,-20.1948,1.18637
4642,116050,59.6566,-20.1959,1.18722
4643,116075,59.6967,-20.1971,1.18835
4644,116100,59.7379,-20.1939,1.18961
4645,116125,59.7711,-20.1891,1.19029
4646,116150,59.7989,-20.1843,1.18998
4647,116175,59.8142,-20.1794,1.18957
4648,116200,59.7884,-20.1751,1.19014
4649,116225,59.7326,-20.1715,1.19115
4650,116250,59.7089,-20.1662,1.19192
4651,116275,59.7436,-20.1606,1.19283
4652,116300,59.79,-20.158,1.19393
4653,116325,59.8071,-20.1564,1.19432
4654,116350,59.8085,-20.1547,1.19411
4655,116375,59.8005,-20.1531,1.19467
4656,116400,59.7794,-20.1546,1.19614
4657,116425,59.7619,-20.1567,1.19757
4658,116450,59.766,-20.1534,1.19854
4659,116475,59.793,-20.1483,1.19925
4660,116500,59.8284,-20.1461,1.2
4661,116525,59.8655,-20.1456,1.20084
4662,116550,59.9086,-20.1455,1.20143
4663,116575,59.9545,-20.144,1.20144
4664,116600,59.9868,-20.1414,1.20117
4665,116625,59.9888,-20.1406,1.20123
4666,116650,59.9694,-20.1408,1.20163
4667,116675,59.9734,-20.1375,1.20204
4668,116700,60.0249,-20.132,1.20261
4669,116725,60.0852,-20.1287,1.20322
4670,116750,60.1154,-20.1255,1.20298
4671,116775,60.1278,-20.1213,1.20201
4672,116800,60.1222,-20.1175,1.20189
4673,116825,60.084,-20.1162,1.2029
4674,116850,60.0507,-20.1181,1.20396
4675,116875,60.0653,-20.1189,1.2048
4676,116900,60.1172,-20.1186,1.20565
4677,116925,60.1616,-20.1193,1.20626
4678,116950,60.1798,-20.1189,1.2065
4679,116975,60.1888,-20.1161,1.20677
4680,117000,60.1972,-20.112,1.20727
4681,117025,60.1993,-20.1069,1.2077
4682,117050,60.1959,-20.1041,1.20787
4683,117075,60.198,-20.1055,1.20795
4684,117100,60.2176,-20.1056,1.20821
4685,117125,60.2584,-20.1013,1.20874
4686,117150,60.2997,-20.0953,1.20919
4687,117175,60.324,-20.0895,1.20874
4688,117200,60.3375,-20.0831,1.20751
4689,117225,60.3242,-20.0758,1.20695
4690,117250,60.2635,-20.0692,1.20747
4691,117275,60.1956,-20.0633,1.20805
4692,117300,60.1799,-20.0566,1.20847
4693,117325,60.2096,-20.0512,1.20921
4694,117350,60.2301,-20.0485,1.20983
4695,117375,60.2199,-20.0454,1.20966
4696,117400,60.1982,-20.041,1.20946
4697,117425,60.173,-20.0384,1.21011
4698,117450,60.1372,-20.0361,1.21118
4699,117475,60.096,-20.0288,1.2119
4700,117500,60.0728,-20.0196,1.21219
4701,117525,60.0838,-20.0164,1.21251
4702,117550,60.1172,-20.0173,1.2131
4703,117575,60.1487,-20.0166,1.21368
4704,117600,60.171,-20.0126,1.21359
4705,117625,60.1925,-20.0082,1.21279
4706,117650,60.1947,-20.0041,1.2122
4707,117675,60.1571,-20.0007,1.21236
4708,117700,60.1121,-19.9962,1.21272
4709,117725,60.1125,-19.9876,1.21298
4710,117750,60.1575,-19.9784,1.21353
4711,117775,60.1915,-19.97,1.21396
4712,117800,60.1957,-19.9601,1.21343
4713,117825,60.1897,-19.9486,1.21273
4714,117850,60.1648,-19.9367,1.21324
4715,117875,60.1224,-19.9267,1.21448
4716,117900,60.1,-19.9156,1.21551
4717,117925,60.1177,-19.8989,1.21627
4718,117950,60.1535,-19.8798,1.21689
4719,117975,60.1759,-19.8594,1.21739
4720,118000,60.1828,-19.8355,1.21783
4721,118025,60.1956,-19.8097,1.21819
4722,118050,60.2176,-19.7828,1.21833
4723,118075,60.2273,-19.7542,1.21829
4724,118100,60.2116,-19.7251,1.21832
4725,118125,60.1935,-19.6943,1.21851
4726,118150,60.2038,-19.657,1.21886
4727,118175,60.2426,-19.615,1.21942
4728,118200,60.2754,-19.5728,1.21969
4729,118225,60.2844,-19.5286,1.2189
4730,118250,60.2785,-19.4811,1.21784
4731,118275,60.2388,-19.4319,1.21793
4732,118300,60.1632,-19.3832,1.21882
4733,118325,60.1076,-19.334,1.21954
4734,118350,60.1109,-19.2828,1.22026
4735,118375,60.1415,-19.231,1.22118
4736,118400,60.1486,-19.1782,1.22166
4737,118425,60.1306,-19.1225,1.22163
4738,118450,60.1075,-19.0643,1.22192
4739,118475,60.0788,-19.0042,1.22276
4740,118500,60.035,-18.9391,1.22353
4741,118525,59.9944,-18.872,1.22385
4742,118550,59.9841,-18.81,1.22399
4743,118575,60.0043,-18.7498,1.22438
4744,118600,60.0317,-18.6844,1.22503
4745,118625,60.0519,-18.6152,1.22539
4746,118650,60.0653,-18.545,1.2248
4747,118675,60.0706,-18.4735,1.22373
4748,118700,60.0414,-18.401,1.22349
4749,118725,59.9697,-18.3284,1.224
4750,118750,59.9102,-18.2542,1.22437
4751,118775,59.9092,-18.1779,1.2247
4752,118800,59.9377,-18.103,1.22539
4753,118825,59.9412,-18.0291,1.22572
4754,118850,59.9205,-17.9546,1.2252
4755,118875,59.8913,-17.8796,1.22506
4756,118900,59.8458,-17.8061,1.22603
4757,118925,59.7984,-17.7351,1.22728
4758,118950,59.7721,-17.6605,1.22812
4759,118975,59.773,-17.5824,1.22862
4760,119000,59.7856,-17.5057,1.22907
4761,119025,59.7991,-17.4311,1.22963
4762,119050,59.8186,-17.3571,1.23014
4763,119075,59.8479,-17.2825,1.23016
4764,119100,59.8729,-17.2064,1.2297
4765,119125,59.8716,-17.1308,1.2294
4766,119150,59.8384,-17.0566,1.22954
4767,119175,59.8125,-16.9801,1.2298
4768,119200,59.8378,-16.9005,1.2301
4769,119225,59.893,-16.8222,1.2306
4770,119250,59.9234,-16.7445,1.23059
4771,119275,59.9282,-16.6655,1.22961
4772,119300,59.9217,-16.5863,1.22891
4773,119325,59.8816,-16.5083,1.2295
4774,119350,59.8245,-16.433,1.23051
4775,119375,59.8079,-16.3581,1.23127
4776,119400,59.8436,-16.2815,1.23205
4777,119425,59.8886,-16.2056,1.23275
4778,119450,59.9046,-16.1285,1.233
4779,119475,59.9021,-16.0488,1.23314
4780,119500,59.8998,-15.9673,1.23356
4781,119525,59.8986,-15.8845,1.234
4782,119550,59.8935,-15.8022,1.23411
4783,119575,59.8885,-15.7239,1.23403
4784,119600,59.894,-15.646,1.23407
4785,119625,59.9247,-15.5637,1.23437
4786,119650,59.9713,-15.479,1.2348
4787,119675,60.0046,-15.3939,1.23466
4788,119700,60.0237,-15.3081,1.23349
4789,119725,60.0256,-15.221,1.23245
4790,119750,59.9809,-15.1332,1.23258
4791,119775,59.9091,-15.0437,1.23316
4792,119800,59.8754,-14.9503,1.23352
4793,119825,59.9015,-14.856,1.23412
4794,119850,59.9386,-14.7639,1.23496
4795,119875,59.9437,-14.6708,1.23513
4796,119900,59.9282,-14.5738,1.23485
4797,119925,59.9068,-14.4748,1.23533
4798,119950,59.8778,-14.3756,1.2365
4799,119975,59.8493,-14.2727,1.23749
4800,120000,59.8348,-14.1644,1.23797
4801,120025,59.8487,-14.0582,1.23824
4802,120050,59.8883,-13.9565,1.23873
4803,120075,59.9381,-13.8546,1.2394
4804,120100,59.9831,-13.7501,1.23967
4805,120125,60.0282,-13.6447,1.23913
4806,120150,60.0652,-13.5371,1.23842
4807,120175,60.0545,-13.4278,1.2383
4808,120200,60.0141,-13.3213,1.23852
4809,120225,60.0118,-13.2156,1.2386
4810,120250,60.0665,-13.1099,1.23881
4811,120275,60.1239,-13.0062,1.23913
4812,120300,60.1429,-12.903,1.23873
4813,120325,60.1438,-12.8007,1.23766
4814,120350,60.1282,-12.7002,1.23741
4815,120375,60.0804,-12.6034,1.23823
4816,120400,60.0374,-12.5106,1.23906
4817,120425,60.0391,-12.4186,1.23956
4818,120450,60.0701,-12.3272,1.2399
4819,120475,60.089,-12.2386,1.24004
4820,120500,60.0816,-12.1512,1.24003
4821,120525,60.0727,-12.0657,1.24004
4822,120550,60.0793,-11.9838,1.23984
4823,120575,60.0871,-11.906,1.23931
4824,120600,60.0672,-11.8307,1.23868
4825,120625,60.0294,-11.7549,1.23828
4826,120650,60.0162,-11.679,1.23815
4827,120675,60.0427,-11.6038,1.2382
4828,120700,60.0791,-11.5315,1.23817
4829,120725,60.0912,-11.4603,1.23727
4830,120750,60.0872,-11.3884,1.23562
4831,120775,60.0605,-11.3165,1.23474
4832,120800,59.9909,-11.2462,1.23496
4833,120825,59.9187,-11.1777,1.23523
4834,120850,59.9021,-11.1087,1.23533
4835,120875,59.9353,-11.0401,1.23573
4836,120900,59.961,-10.9724,1.236
4837,120925,59.9562,-10.9034,1.23562
4838,120950,59.9403,-10.8322,1.23527
4839,120975,59.9235,-10.7603,1.23555
4840,121000,59.8968,-10.6854,1.236
4841,121025,59.8661,-10.6069,1.23601
4842,121050,59.8567,-10.5315,1.23567
4843,121075,59.8811,-10.4607,1.23546
4844,121100,59.9226,-10.387,1.23556
4845,121125,59.962,-10.309,1.23564
4846,121150,59.9945,-10.2299,1.23495
4847,121175,60.0219,-10.15,1.23344
4848,121200,60.025,-10.0693,1.23238
4849,121225,59.9808,-9.98856,1.23229
4850,121250,59.9283,-9.90734,1.23227
4851,121275,59.9263,-9.82369,1.23205
4852,121300,59.9702,-9.73969,1.23215
4853,121325,60.003,-9.65696,1.23223
4854,121350,60.0043,-9.57361,1.23146
4855,121375,59.9942,-9.48919,1.23054
4856,121400,59.9677,-9.40452,1.23073
4857,121425,59.9305,-9.32209,1.23154
4858,121450,59.9068,-9.23739,1.23208
4859,121475,59.9093,-9.14679,1.23222
4860,121500,59.9277,-9.05502,1.23221
4861,121525,59.9463,-8.96466,1.23228
4862,121550,59.9664,-8.87429,1.23241
4863,121575,59.996,-8.78325,1.23219
4864,121600,60.0268,-8.68987,1.23141
4865,121625,60.0371,-8.59518,1.23057
4866,121650,60.0138,-8.50155,1.23018
4867,121675,59.9817,-8.4061,1.23001
4868,121700,59.9892,-8.30627,1.22986
4869,121725,60.0395,-8.20561,1.22993
4870,121750,60.0811,-8.10614,1.2298
4871,121775,60.0923,-8.00548,1.22869
4872,121800,60.091,-7.9037,1.22733
4873,121825,60.0633,-7.80241,1.22717
4874,121850,60.0078,-7.70357,1.22783
4875,121875,59.9762,-7.60645,1.22834
4876,121900,59.9978,-7.50744,1.22875
4877,121925,60.0453,-7.40814,1.22921
4878,121950,60.0737,-7.30909,1.22932
4879,121975,60.0783,-7.2079,1.22915
4880,122000,60.0791,-7.10457,1.22918
4881,122025,60.08,-6.99967,1.22942
4882,122050,60.075,-6.89391,1.22946
4883,122075,60.0698,-6.79168,1.22925
4884,122100,60.0751,-6.69232,1.22905
4885,122125,60.1014,-6.58968,1.2291
4886,122150,60.1471,-6.48327,1.2294
4887,122175,60.1866,-6.37597,1.22939
4888,122200,60.2106,-6.26848,1.22836
4889,122225,60.2228,-6.16021,1.22696
4890,122250,60.1966,-6.05102,1.2266
4891,122275,60.1282,-5.94268,1.227
4892,122300,60.0753,-5.83456,1.22722
4893,122325,60.0805,-5.72559,1.22745
4894,122350,60.1151,-5.61867,1.22804
4895,122375,60.1268,-5.51369,1.22825
4896,122400,60.1106,-5.40764,1.22774
4897,122425,60.0858,-5.30107,1.22762
4898,122450,60.0539,-5.1964,1.22838
4899,122475,60.0141,-5.09112,1.22926
4900,122500,59.9775,-4.98064,1.22967
4901,122525,59.9645,-4.87038,1.22975
4902,122550,59.9814,-4.76619,1.22995
4903,122575,60.0134,-4.66452,1.23041
4904,122600,60.0408,-4.56063,1.23068
4905,122625,60.0631,-4.45485,1.23019
4906,122650,60.0827,-4.3502,1.22918
4907,122675,60.0707,-4.24727,1.22868
4908,122700,60.0199,-4.14628,1.22883
4909,122725,59.9817,-4.04561,1.22896
4910,122750,59.9982,-3.94461,1.22908
4911,122775,60.0423,-3.84679,1.22947
4912,122800,60.0597,-3.75181,1.22946
4913,122825,60.0518,-3.65839,1.22853
4914,122850,60.0339,-3.56744,1.22796
4915,122875,59.9903,-3.48052,1.22865
4916,122900,59.9394,-3.39932,1.22972
4917,122925,59.9234,-3.32014,1.23049
4918,122950,59.948,-3.24036,1.23109
4919,122975,59.9795,-3.16295,1.23156
4920,123000,59.99,-3.08724,1.23186
4921,123025,59.9905,-3.01204,1.23214
4922,123050,60.0033,-2.9392,1.23236
4923,123075,60.0246,-2.86923,1.23229
4924,123100,60.0288,-2.80219,1.23209
4925,123125,60.01,-2.73879,1.23202
4926,123150,60.0017,-2.67482,1.2322
4927,123175,60.0301,-2.60372,1.23255
4928,123200,60.082,-2.53027,1.23303
4929,123225,60.1212,-2.45951,1.23307
4930,123250,60.1407,-2.38983,1.23215
4931,123275,60.1428,-2.31894,1.23144
4932,123300,60.1054,-2.24546,1.23204
4933,123325,60.0471,-2.16845,1.23299
4934,123350,60.028,-2.09034,1.23357
4935,123375,60.0681,-2.0102,1.23432
4936,123400,60.1228,-1.92583,1.23533
4937,123425,60.1506,-1.83986,1.23589
4938,123450,60.1587,-1.75197,1.23612
4939,123475,60.1659,-1.65965,1.23697
4940,123500,60.1669,-1.55862,1.23812
4941,123525,60.1572,-1.4526,1.23878
4942,123550,60.1604,-1.35013,1.23901
4943,123575,60.1949,-1.25435,1.23928
4944,123600,60.2525,-1.15919,1.23984
4945,123625,60.3123,-1.06179,1.24051
4946,123650,60.3628,-0.966093,1.24062
4947,123675,60.405,-0.874451,1.23975
4948,123700,60.4266,-0.787634,1.23887
4949,123725,60.3953,-0.706829,1.23899
4950,123750,60.3334,-0.634014,1.23941
4951,123775,60.3055,-0.568813,1.23949
4952,123800,60.3277,-0.512104,1.23971
4953,123825,60.3506,-0.467326,1.24015
4954,123850,60.334,-0.433857,1.23992
4955,123875,60.2954,-0.41115,1.2391
4956,123900,60.2382,-0.399695,1.2391
4957,123925,60.1581,-0.40168,1.24001
4958,123950,60.0848,-0.416818,1.24085
4959,123975,60.038,-0.4396,1.24124
4960,124000,60.0089,-0.468875,1.24128
4961,124025,59.9792,-0.505216,1.24136
4962,124050,59.9482,-0.553439,1.2417
4963,124075,59.9254,-0.612752,1.24183
4964,124100,59.9112,-0.678225,1.24132
4965,124125,59.8867,-0.746993,1.24044
4966,124150,59.8283,-0.820029,1.2399
4967,124175,59.746,-0.895455,1.23976
4968,124200,59.6929,-0.969417,1.23962
4969,124225,59.6975,-1.04263,1.23961
4970,124250,59.7175,-1.11703,1.23967
4971,124275,59.7083,-1.19015,1.23898
4972,124300,59.6841,-1.26038,1.23755
4973,124325,59.6464,-1.32846,1.23686
4974,124350,59.5748,-1.39513,1.23732
4975,124375,59.5074,-1.46038,1.23787
4976,124400,59.4962,-1.52078,1.23822
4977,124425,59.534,-1.57539,1.23867
4978,124450,59.5703,-1.62568,1.23893
4979,124475,59.5779,-1.66925,1.2387
4980,124500,59.576,-1.7053,1.23853
4981,124525,59.5785,-1.73467,1.23867
4982,124550,59.5827,-1.75753,1.23871
4983,124575,59.5853,-1.77629,1.23839
4984,124600,59.5927,-1.79324,1.23794
4985,124625,59.6169,-1.80342,1.23768
4986,124650,59.6675,-1.80403,1.23769
4987,124675,59.7261,-1.79776,1.23767
4988,124700,59.7692,-1.78605,1.23683
4989,124725,59.8018,-1.76904,1.23514
4990,124750,59.808,-1.74645,1.23405
4991,124775,59.7647,-1.71959,1.23401
4992,124800,59.7132,-1.68974,1.234
4993,124825,59.7123,-1.65493,1.23377
4994,124850,59.7596,-1.61714,1.23388
4995,124875,59.8001,-1.57872,1.234
4996,124900,59.8075,-1.53767,1.23333
4997,124925,59.799,-1.49343,1.23255
4998,124950,59.7828,-1.44886,1.23269
4999,124975,59.7582,-1.40464,1.23327
5000,125000,59.7332,-1.35616,1.23351
5001,125025,59.7233,-1.30418,1.23328
5002,125050,59.742,-1.25729,1.233
5003,125075,59.7812,-1.21561,1.23298
5004,125100,59.8223,-1.1742,1.23297
5005,125125,59.8559,-1.13121,1.23234
5006,125150,59.8877,-1.08911,1.2309
5007,125175,59.8999,-1.04951,1.22953
5008,125200,59.8704,-1.00997,1.22894
5009,125225,59.831,-0.967343,1.22837
5010,125250,59.835,-0.923942,1.22749
5011,125275,59.8848,-0.880088,1.22679
5012,125300,59.9297,-0.836298,1.22618
5013,125325,59.946,-0.794013,1.22469
5014,125350,59.9512,-0.752368,1.22286
5015,125375,59.9363,-0.710587,1.22215
5016,125400,59.9047,-0.670831,1.2222
5017,125425,59.8964,-0.631551,1.22206
5018,125450,59.9324,-0.5885,1.22164
5019,125475,59.9898,-0.544029,1.22107
5020,125500,60.0347,-0.500196,1.22029
5021,125525,60.0631,-0.455065,1.21939
5022,125550,60.0982,-0.410122,1.21849
5023,125575,60.1465,-0.363303,1.21744
5024,125600,60.1837,-0.314811,1.21603
5025,125625,60.1962,-0.271271,1.21456
5026,125650,60.2081,-0.231493,1.21327
5027,125675,60.2489,-0.189399,1.21217
5028,125700,60.316,-0.146155,1.21124
5029,125725,60.3769,-0.106519,1.20996
5030,125750,60.4152,-0.0696483,1.20759
5031,125775,60.4368,-0.0344284,1.20488
5032,125800,60.4216,-0.00205704,1.2033
5033,125825,60.3716,0.024559,1.20249
5034,125850,60.3418,0.0456616,1.20145
5035,125875,60.3659,0.0628185,1.20038
5036,125900,60.4149,0.0741214,1.19948
5037,125925,60.4402,0.0798144,1.19811
5038,125950,60.44,0.0819378,1.19618
5039,125975,60.4338,0.0804742,1.19453
5040,126000,60.4194,0.0753038,1.19342
5041,126025,60.3837,0.0703637,1.19228
5042,126050,60.3458,0.0630473,1.19071
5043,126075,60.3381,0.0472398,1.18887
5044,126100,60.364,0.0281154,1.18726
5045,126125,60.3961,0.009665,1.18603
5046,126150,60.4151,-0.00932624,1.1844
5047,126175,60.4259,-0.0293679,1.18171
5048,126200,60.428,-0.0491828,1.17855
5049,126225,60.3991,-0.0694033,1.17614
5050,126250,60.3346,-0.0902163,1.17444
5051,126275,60.2807,-0.108699,1.17266
5052,126300,60.2793,-0.124493,1.17089
5053,126325,60.3077,-0.141841,1.16939
5054,126350,60.3172,-0.160667,1.1674
5055,126375,60.3053,-0.178402,1.16452
5056,126400,60.2862,-0.194993,1.16201
5057,126425,60.2583,-0.213454,1.16051
5058,126450,60.2275,-0.233094,1.15926
5059,126475,60.2064,-0.245747,1.15763
5060,126500,60.211,-0.253348,1.15568
5061,126525,60.2337,-0.261731,1.15375
5062,126550,60.2584,-0.270434,1.15189
5063,126575,60.2836,-0.278473,1.1498
5064,126600,60.3126,-0.285152,1.14721
5065,126625,60.3308,-0.287348,1.14436
5066,126650,60.325,-0.288257,1.14166
5067,126675,60.3049,-0.291571,1.13919
5068,126700,60.2944,-0.291525,1.1368
5069,126725,60.3141,-0.284928,1.13454
5070,126750,60.3524,-0.277409,1.13241
5071,126775,60.3773,-0.27187,1.12968
5072,126800,60.3838,-0.265934,1.12592
5073,126825,60.374,-0.258805,1.12247
5074,126850,60.3399,-0.253888,1.12026
5075,126875,60.3037,-0.254892,1.11841
5076,126900,60.2953,-0.255634,1.11627
5077,126925,60.3193,-0.252313,1.11399
5078,126950,60.3558,-0.25122,1.11161
5079,126975,60.3801,-0.252148,1.10891
5080,127000,60.3932,-0.251296,1.10595
5081,127025,60.3991,-0.247332,1.10306
5082,127050,60.3909,-0.240893,1.10046
5083,127075,60.371,-0.234643,1.09792
5084,127100,60.3624,-0.232425,1.09519
5085,127125,60.3778,-0.231188,1.09243
5086,127150,60.4103,-0.226531,1.08994
