Time,StepCount,q[1],q[2],q[3]
4440,111000,59.606,-19.8049,0.621651
4441,111025,59.5517,-19.7862,0.626483
4442,111050,59.5395,-19.7647,0.631974
4443,111075,59.5534,-19.7424,0.637346
4444,111100,59.5708,-19.7218,0.641607
4445,111125,59.5652,-19.6979,0.644743
4446,111150,59.5271,-19.674,0.647652
4447,111175,59.4699,-19.6612,0.650953
4448,111200,59.4151,-19.6631,0.654854
4449,111225,59.3761,-19.6722,0.659407
4450,111250,59.3585,-19.6806,0.664329
4451,111275,59.3717,-19.6882,0.669036
4452,111300,59.4211,-19.704,0.672925
4453,111325,59.5004,-19.7337,0.675461
4454,111350,59.5813,-19.7705,0.676936
4455,111375,59.6268,-19.8071,0.678609
4456,111400,59.6198,-19.8378,0.681312
4457,111425,59.583,-19.8567,0.685092
4458,111450,59.5528,-19.8528,0.689838
4459,111475,59.5504,-19.8311,0.69526
4460,111500,59.5725,-19.8066,0.700382
4461,111525,59.6031,-19.7859,0.704162
4462,111550,59.6136,-19.7644,0.706828
4463,111575,59.5782,-19.7415,0.709519
4464,111600,59.4956,-19.7206,0.713034
4465,111625,59.3995,-19.7015,0.717498
4466,111650,59.3394,-19.6895,0.722993
4467,111675,59.3267,-19.6841,0.729257
4468,111700,59.3372,-19.6798,0.735122
4469,111725,59.3538,-19.6759,0.73949
4470,111750,59.3794,-19.6791,0.742195
4471,111775,59.4151,-19.6986,0.743816
4472,111800,59.4395,-19.7356,0.745549
4473,111825,59.432,-19.7785,0.748313
4474,111850,59.4138,-19.8135,0.752016
4475,111875,59.4349,-19.8434,0.756453
4476,111900,59.5037,-19.8698,0.761343
4477,111925,59.5887,-19.8863,0.765679
4478,111950,59.6527,-19.8853,0.768536
4479,111975,59.669,-19.8663,0.770421
4480,112000,59.6237,-19.8399,0.772732
4481,112025,59.5303,-19.8182,0.77613
4482,112050,59.4295,-19.7989,0.780523
4483,112075,59.3663,-19.7763,0.785871
4484,112100,59.3558,-19.7547,0.792041
4485,112125,59.3706,-19.7356,0.798031
4486,112150,59.3834,-19.7189,0.802544
4487,112175,59.3772,-19.7023,0.805548
4488,112200,59.3448,-19.6913,0.808027
4489,112225,59.2964,-19.7021,0.810815
4490,112250,59.2427,-19.7324,0.814567
4491,112275,59.2018,-19.7592,0.819214
4492,112300,59.2077,-19.7769,0.824127
4493,112325,59.2771,-19.8035,0.828767
4494,112350,59.3859,-19.8395,0.832257
4495,112375,59.5038,-19.8764,0.834142
4496,112400,59.5933,-19.9086,0.835364
4497,112425,59.6095,-19.929,0.837316
4498,112450,59.5407,-19.9299,0.840422
4499,112475,59.4406,-19.9103,0.844465
4500,112500,59.3836,-19.8825,0.849457
4501,112525,59.3921,-19.8599,0.855146
4502,112550,59.4301,-19.8414,0.860346
4503,112575,59.4592,-19.821,0.863972
4504,112600,59.4571,-19.7977,0.866452
4505,112625,59.3997,-19.7733,0.869005
4506,112650,59.2941,-19.7577,0.872243
4507,112675,59.1868,-19.7584,0.876425
4508,112700,59.124,-19.7686,0.881923
4509,112725,59.119,-19.7754,0.888316
4510,112750,59.1582,-19.783,0.894047
4511,112775,59.225,-19.8,0.897654
4512,112800,59.3072,-19.8265,0.899261
4513,112825,59.3818,-19.865,0.900548
4514,112850,59.4109,-19.9104,0.902933
4515,112875,59.3925,-19.9501,0.906407
4516,112900,59.3754,-19.976,0.910486
4517,112925,59.4012,-19.9872,0.91514
4518,112950,59.4593,-19.985,0.920086
4519,112975,59.5124,-19.9677,0.924186
4520,113000,59.5467,-19.9417,0.926684
4521,113025,59.5479,-19.9153,0.928488
4522,113050,59.4831,-19.8885,0.930903
4523,113075,59.3566,-19.8632,0.934139
4524,113100,59.232,-19.8459,0.938051
4525,113125,59.1617,-19.8337,0.943006
4526,113150,59.1493,-19.8226,0.949067
4527,113175,59.17,-19.814,0.954812
4528,113200,59.2019,-19.8107,0.958349
4529,113225,59.2265,-19.8121,0.959742
4530,113250,59.2167,-19.8235,0.961105
4531,113275,59.163,-19.8541,0.964005
4532,113300,59.0969,-19.8922,0.9684
4533,113325,59.0848,-19.925,0.97362
4534,113350,59.1553,-19.9559,0.979072
4535,113375,59.2789,-19.9883,0.983839
4536,113400,59.4173,-20.0182,0.986975
4537,113425,59.5347,-20.0376,0.98856
4538,113450,59.5812,-20.0396,0.989953
4539,113475,59.5144,-20.0203,0.992209
4540,113500,59.3724,-19.9898,0.99515
4541,113525,59.2504,-19.9625,0.998514
4542,113550,59.2075,-19.9434,1.00264
4543,113575,59.2238,-19.9274,1.00755
4544,113600,59.2579,-19.9132,1.01198
4545,113625,59.2846,-19.8987,1.01448
4546,113650,59.2862,-19.8839,1.01522
4547,113675,59.2375,-19.8791,1.01585
4548,113700,59.1227,-19.8909,1.01777
4549,113725,58.9862,-19.9087,1.02132
4550,113750,58.9184,-19.9212,1.02648
4551,113775,58.9612,-19.9381,1.03294
4552,113800,59.07,-19.9654,1.03863
4553,113825,59.1986,-19.9977,1.04185
4554,113850,59.3251,-20.0335,1.04367
4555,113875,59.4165,-20.0753,1.046
4556,113900,59.4333,-20.1136,1.04943
4557,113925,59.3858,-20.131,1.05332
4558,113950,59.3417,-20.127,1.05721
4559,113975,59.3404,-20.1098,1.06128
4560,114000,59.3777,-20.0885,1.06536
4561,114025,59.4328,-20.0693,1.06853
4562,114050,59.4839,-20.0529,1.07012
4563,114075,59.4882,-20.0317,1.07075
4564,114100,59.4171,-20.012,1.07142
4565,114125,59.2846,-20.0065,1.07265
4566,114150,59.1445,-20.0109,1.07482
4567,114175,59.066,-20.0107,1.07838
4568,114200,59.0734,-20.0069,1.08333
4569,114225,59.1304,-20.0092,1.08794
4570,114250,59.2002,-20.0161,1.09
4571,114275,59.2504,-20.0253,1.09092
4572,114300,59.2384,-20.0434,1.09353
4573,114325,59.1785,-20.0788,1.09805
4574,114350,59.1366,-20.1167,1.10357
4575,114375,59.1735,-20.1442,1.10945
4576,114400,59.29,-20.1672,1.11501
4577,114425,59.4268,-20.1832,1.11932
4578,114450,59.5391,-20.1857,1.12196
4579,114475,59.6,-20.1726,1.12347
4580,114500,59.5848,-20.1473,1.12474
4581,114525,59.4846,-20.1166,1.12609
4582,114550,59.3432,-20.0932,1.12731
4583,114575,59.2251,-20.0803,1.12865
4584,114600,59.1776,-20.0719,1.13094
4585,114625,59.1907,-20.0617,1.13419
4586,114650,59.2249,-20.0511,1.13677
4587,114675,59.2657,-20.0437,1.13689
4588,114700,59.2828,-20.0391,1.1356
4589,114725,59.2041,-20.0401,1.13591
4590,114750,59.0224,-20.0481,1.13859
4591,114775,58.8641,-20.0594,1.14284
4592,114800,58.8479,-20.0749,1.14872
4593,114825,58.9601,-20.0987,1.15549
4594,114850,59.1188,-20.1278,1.16073
4595,114875,59.276,-20.1555,1.16363
4596,114900,59.4084,-20.1823,1.16598
4597,114925,59.4691,-20.2059,1.16907
4598,114950,59.4283,-20.2123,1.17252
4599,114975,59.3254,-20.1956,1.17544
4600,115000,59.2517,-20.1734,1.17769
4601,115025,59.2568,-20.1585,1.17988
4602,115050,59.3196,-20.1505,1.18224
4603,115075,59.3904,-20.1418,1.18375
4604,115100,59.4547,-20.1326,1.18317
4605,115125,59.483,-20.1258,1.18112
4606,115150,59.4104,-20.1253,1.17969
4607,115175,59.2332,-20.1327,1.17981
4608,115200,59.0547,-20.1368,1.18123
4609,115225,58.9993,-20.1369,1.18435
4610,115250,59.063,-20.1421,1.18897
4611,115275,59.1651,-20.1522,1.19249
4612,115300,59.2752,-20.166,1.19359
4613,115325,59.3534,-20.1839,1.19481
4614,115350,59.3528,-20.2106,1.19803
4615,115375,59.3093,-20.2447,1.20252
4616,115400,59.3069,-20.2713,1.20728
4617,115425,59.3826,-20.2854,1.21162
4618,115450,59.4993,-20.2912,1.21493
4619,115475,59.5976,-20.2853,1.21694
4620,115500,59.6707,-20.2713,1.21775
4621,115525,59.7274,-20.2553,1.21734
4622,115550,59.7433,-20.239,1.2158
4623,115575,59.6736,-20.2268,1.21373
4624,115600,59.5329,-20.2245,1.21183
4625,115625,59.3984,-20.2233,1.21067
4626,115650,59.3472,-20.2147,1.21088
4627,115675,59.3812,-20.2062,1.21228
4628,115700,59.4396,-20.1999,1.21261
4629,115725,59.4956,-20.1938,1.21056
4630,115750,59.4989,-20.1891,1.20877
4631,115775,59.3807,-20.1907,1.20951
4632,115800,59.2016,-20.2011,1.21206
4633,115825,59.1119,-20.2152,1.21573
4634,115850,59.1833,-20.2325,1.22057
4635,115875,59.3498,-20.2526,1.22515
4636,115900,59.5262,-20.2706,1.22758
4637,115925,59.674,-20.2815,1.22835
4638,115950,59.766,-20.2851,1.22895
4639,115975,59.7592,-20.2746,1.2296
4640,116000,59.6608,-20.2481,1.22956
4641,116025,59.5467,-20.2227,1.22852
4642,116050,59.493,-20.2092,1.22711
4643,116075,59.5083,-20.1985,1.22624
4644,116100,59.5656,-20.1857,1.22581
4645,116125,59.6347,-20.1728,1.22416
4646,116150,59.6954,-20.1601,1.22017
4647,116175,59.6955,-20.1492,1.21592
4648,116200,59.5598,-20.1431,1.21377
4649,116225,59.3364,-20.1405,1.21344
4650,116250,59.1861,-20.1362,1.21445
4651,116275,59.1995,-20.1347,1.21727
4652,116300,59.317,-20.1409,1.22083
4653,116325,59.4632,-20.1524,1.22243
4654,116350,59.6087,-20.1667,1.2223
4655,116375,59.6997,-20.1831,1.22308
4656,116400,59.7198,-20.2057,1.22532
4657,116425,59.7024,-20.2212,1.22791
4658,116450,59.7012,-20.2186,1.22989
4659,116475,59.7386,-20.2045,1.2309
4660,116500,59.8041,-20.1866,1.23119
4661,116525,59.8859,-20.1688,1.23091
4662,116550,59.9813,-20.1538,1.22942
4663,116575,60.0634,-20.1385,1.2261
4664,116600,60.0811,-20.1252,1.2218
4665,116625,59.9861,-20.1199,1.21808
4666,116650,59.8102,-20.1178,1.2155
4667,116675,59.6822,-20.1101,1.2142
4668,116700,59.6842,-20.1007,1.21472
4669,116725,59.7636,-20.0952,1.21604
4670,116750,59.8537,-20.0911,1.21548
4671,116775,59.9358,-20.0892,1.21326
4672,116800,59.9455,-20.0921,1.21254
4673,116825,59.8562,-20.1048,1.21418
4674,116850,59.7696,-20.1259,1.21708
4675,116875,59.7933,-20.1449,1.22072
4676,116900,59.9366,-20.1616,1.22443
4677,116925,60.1152,-20.1745,1.22679
4678,116950,60.2667,-20.1777,1.22732
4679,116975,60.3695,-20.1694,1.22679
4680,117000,60.4077,-20.1505,1.22574
4681,117025,60.3671,-20.1236,1.22403
4682,117050,60.2682,-20.1025,1.22163
4683,117075,60.1546,-20.0918,1.219
4684,117100,60.0857,-20.0825,1.217
4685,117125,60.0931,-20.0696,1.2162
4686,117150,60.1393,-20.0552,1.21571
4687,117175,60.1901,-20.0415,1.21331
4688,117200,60.2247,-20.0285,1.20915
4689,117225,60.1653,-20.0174,1.20635
4690,117250,59.9725,-20.0124,1.20606
4691,117275,59.7594,-20.0114,1.2073
4692,117300,59.6784,-20.0119,1.21002
4693,117325,59.7552,-20.0194,1.21422
4694,117350,59.9041,-20.0342,1.21779
4695,117375,60.0573,-20.0494,1.219
4696,117400,60.1869,-20.0634,1.21933
4697,117425,60.2553,-20.0775,1.22045
4698,117450,60.2366,-20.0829,1.22207
4699,117475,60.1487,-20.067,1.22313
4700,117500,60.0643,-20.0404,1.22321
4701,117525,60.0437,-20.019,1.22283
4702,117550,60.0899,-20.0049,1.22261
4703,117575,60.1586,-19.9917,1.22205
4704,117600,60.2258,-19.9777,1.21972
4705,117625,60.2731,-19.9656,1.2155
4706,117650,60.2271,-19.9564,1.21152
4707,117675,60.0516,-19.9531,1.20927
4708,117700,59.8385,-19.9492,1.20848
4709,117725,59.7335,-19.9402,1.20928
4710,117750,59.7703,-19.9339,1.21198
4711,117775,59.8643,-19.9311,1.21458
4712,117800,59.9705,-19.9305,1.21485
4713,117825,60.0606,-19.9321,1.21448
4714,117850,60.0729,-19.9383,1.21606
4715,117875,60.0211,-19.952,1.21932
4716,117900,59.9946,-19.962,1.22312
4717,117925,60.0515,-19.9587,1.22676
4718,117950,60.1681,-19.9456,1.22952
4719,117975,60.2776,-19.9204,1.23099
4720,118000,60.3551,-19.8833,1.23132
4721,118025,60.413,-19.8401,1.23053
4722,118050,60.4435,-19.7946,1.22853
4723,118075,60.3995,-19.75,1.2258
4724,118100,60.2672,-19.7122,1.22313
4725,118125,60.1112,-19.6762,1.22111
4726,118150,60.0219,-19.6313,1.22034
4727,118175,60.0296,-19.5823,1.22111
4728,118200,60.0769,-19.5338,1.22165
4729,118225,60.1252,-19.4836,1.21988
4730,118250,60.1414,-19.4324,1.21746
4731,118275,60.0451,-19.3838,1.21732
4732,118300,59.8514,-19.3423,1.21936
4733,118325,59.7039,-19.3041,1.22262
4734,118350,59.7143,-19.2675,1.22715
4735,118375,59.85,-19.2332,1.2321
4736,118400,60.0153,-19.1974,1.23532
4737,118425,60.1603,-19.1546,1.23656
4738,118450,60.2591,-19.104,1.23734
4739,118475,60.2715,-19.0415,1.2383
4740,118500,60.1812,-18.9605,1.2388
4741,118525,60.0468,-18.8731,1.23827
4742,118550,59.9525,-18.7954,1.2371
4743,118575,59.9294,-18.7227,1.23625
4744,118600,59.9577,-18.6471,1.23607
4745,118625,60.0054,-18.5699,1.23534
4746,118650,60.0507,-18.4918,1.2324
4747,118675,60.0565,-18.4136,1.22834
4748,118700,59.9388,-18.3379,1.226
4749,118725,59.6978,-18.2662,1.22576
4750,118750,59.4793,-18.1936,1.22682
4751,118775,59.4146,-18.1209,1.22955
4752,118800,59.484,-18.0542,1.23369
4753,118825,59.5977,-17.9926,1.23672
4754,118850,59.721,-17.9343,1.2375
4755,118875,59.8064,-17.877,1.23848
4756,118900,59.8137,-17.8245,1.24109
4757,118925,59.7738,-17.7722,1.24447
4758,118950,59.7428,-17.705,1.24751
4759,118975,59.7547,-17.6241,1.24961
4760,119000,59.7972,-17.5373,1.25076
4761,119025,59.8553,-17.449,1.25131
4762,119050,59.9293,-17.3625,1.25101
4763,119075,60.007,-17.2768,1.24901
4764,119100,60.0437,-17.1915,1.24551
4765,119125,59.975,-17.1116,1.24209
4766,119150,59.791,-17.036,1.23979
4767,119175,59.6056,-16.9566,1.23865
4768,119200,59.5451,-16.8734,1.23915
4769,119225,59.596,-16.793,1.2411
4770,119250,59.6719,-16.7141,1.24209
4771,119275,59.748,-16.6359,1.24085
4772,119300,59.7796,-16.5612,1.24001
4773,119325,59.6976,-16.4932,1.24162
4774,119350,59.5665,-16.434,1.24483
4775,119375,59.5232,-16.3763,1.24888
4776,119400,59.6234,-16.3164,1.25347
4777,119425,59.7997,-16.255,1.25725
4778,119450,59.9618,-16.1859,1.25909
4779,119475,60.078,-16.1058,1.25961
4780,119500,60.1364,-16.0154,1.25955
4781,119525,60.1273,-15.9159,1.25875
4782,119550,60.0537,-15.8167,1.25695
4783,119575,59.9405,-15.727,1.25456
4784,119600,59.8408,-15.6402,1.25237
4785,119625,59.8145,-15.5496,1.25119
4786,119650,59.8517,-15.4564,1.25094
4787,119675,59.9008,-15.3622,1.24967
4788,119700,59.9447,-15.2679,1.24616
4789,119725,59.9236,-15.1738,1.24298
4790,119750,59.7623,-15.0822,1.24239
4791,119775,59.5284,-14.9879,1.24375
4792,119800,59.3888,-14.8869,1.24655
4793,119825,59.429,-14.7872,1.25121
4794,119850,59.5831,-14.6944,1.25641
4795,119875,59.7594,-14.6041,1.2596
4796,119900,59.9181,-14.5124,1.26115
4797,119925,60.0188,-14.4202,1.26322
4798,119950,60.0389,-14.326,1.266
4799,119975,59.9953,-14.2182,1.26838
4800,120000,59.9355,-14.0961,1.2695
4801,120025,59.9174,-13.9759,1.26957
4802,120050,59.9615,-13.8631,1.26937
4803,120075,60.0449,-13.7539,1.26909
4804,120100,60.1329,-13.6452,1.2676
4805,120125,60.2178,-13.5372,1.26412
4806,120150,60.2345,-13.4218,1.26007
4807,120175,60.0911,-13.3036,1.2573
4808,120200,59.8531,-13.1888,1.25593
4809,120225,59.69,-13.0745,1.25575
4810,120250,59.6856,-12.9648,1.25731
4811,120275,59.7691,-12.8627,1.25964
4812,120300,59.8668,-12.7663,1.26017
4813,120325,59.9629,-12.6769,1.25902
4814,120350,59.9883,-12.5952,1.25921
4815,120375,59.9147,-12.524,1.26139
4816,120400,59.8384,-12.4601,1.26438
4817,120425,59.8545,-12.3937,1.26748
4818,120450,59.9592,-12.3235,1.26994
4819,120475,60.076,-12.2496,1.27098
4820,120500,60.1545,-12.169,1.27072
4821,120525,60.2083,-12.0859,1.26941
4822,120550,60.2488,-12.0049,1.26679
4823,120575,60.2408,-11.9288,1.26293
4824,120600,60.1292,-11.8546,1.25855
4825,120625,59.955,-11.7767,1.25481
4826,120650,59.8238,-11.6943,1.25235
4827,120675,59.8008,-11.6095,1.25154
4828,120700,59.8468,-11.5281,1.25144
4829,120725,59.9004,-11.4486,1.24955
4830,120750,59.9411,-11.3707,1.24604
4831,120775,59.8935,-11.296,1.24402
4832,120800,59.7185,-11.2295,1.24443
4833,120825,59.5307,-11.1695,1.24617
4834,120850,59.4802,-11.1123,1.24907
4835,120875,59.5917,-11.0595,1.25302
4836,120900,59.7686,-11.0088,1.25607
4837,120925,59.9387,-10.9549,1.25691
4838,120950,60.0697,-10.8944,1.25683
4839,120975,60.1319,-10.8267,1.25698
4840,121000,60.096,-10.7437,1.25692
4841,121025,59.9927,-10.6486,1.25583
4842,121050,59.8993,-10.5587,1.25375
4843,121075,59.8712,-10.477,1.25157
4844,121100,59.904,-10.3939,1.25002
4845,121125,59.9672,-10.3082,1.24854
4846,121150,60.0346,-10.2214,1.24531
4847,121175,60.08,-10.1338,1.2402
4848,121200,60.025,-10.0471,1.23604
4849,121225,59.8253,-9.96379,1.23415
4850,121250,59.5925,-9.8817,1.23371
4851,121275,59.4828,-9.79759,1.23468
4852,121300,59.5306,-9.71715,1.23739
4853,121325,59.6491,-9.64198,1.23999
4854,121350,59.7839,-9.56995,1.24028
4855,121375,59.9003,-9.49913,1.23984
4856,121400,59.9408,-9.43047,1.24094
4857,121425,59.9201,-9.36563,1.24323
4858,121450,59.8896,-9.28971,1.24553
4859,121475,59.8971,-9.19692,1.24703
4860,121500,59.9406,-9.09477,1.24752
4861,121525,60.0003,-8.98869,1.2473
4862,121550,60.0717,-8.88202,1.24639
4863,121575,60.154,-8.77685,1.24405
4864,121600,60.2119,-8.67067,1.23998
4865,121625,60.1837,-8.56764,1.23545
4866,121650,60.0355,-8.4706,1.23185
4867,121675,59.8409,-8.37178,1.2294
4868,121700,59.737,-8.26702,1.22841
4869,121725,59.7618,-8.16284,1.22919
4870,121750,59.8368,-8.06106,1.22996
4871,121775,59.9157,-7.95967,1.22847
4872,121800,59.9715,-7.86059,1.22635
4873,121825,59.9283,-7.7667,1.22648
4874,121850,59.8048,-7.68256,1.22866
4875,121875,59.7283,-7.60364,1.23187
4876,121900,59.7854,-7.522,1.23581
4877,121925,59.949,-7.43925,1.2395
4878,121950,60.1234,-7.35094,1.24149
4879,121975,60.2616,-7.2524,1.24183
4880,122000,60.3458,-7.14278,1.24145
4881,122025,60.3598,-7.02241,1.24056
4882,122050,60.2983,-6.89666,1.23887
4883,122075,60.192,-6.77978,1.23648
4884,122100,60.0878,-6.67059,1.23405
4885,122125,60.0432,-6.55963,1.23244
4886,122150,60.071,-6.44562,1.23197
4887,122175,60.1227,-6.33037,1.2312
4888,122200,60.1747,-6.21534,1.22818
4889,122225,60.1894,-6.10102,1.22437
4890,122250,60.0778,-5.98899,1.22271
4891,122275,59.8517,-5.88312,1.22323
4892,122300,59.6593,-5.77978,1.22502
4893,122325,59.6254,-5.67864,1.22836
4894,122350,59.7314,-5.58515,1.23283
4895,122375,59.8839,-5.49695,1.23594
4896,122400,60.0301,-5.40828,1.23689
4897,122425,60.1375,-5.31901,1.23779
4898,122450,60.1714,-5.22935,1.23964
4899,122475,60.1269,-5.1288,1.24165
4900,122500,60.0387,-5.00836,1.24278
4901,122525,59.9767,-4.8825,1.24286
4902,122550,59.9793,-4.76278,1.24256
4903,122575,60.0362,-4.64834,1.24234
4904,122600,60.1057,-4.53374,1.24139
4905,122625,60.1723,-4.41919,1.23839
4906,122650,60.201,-4.30787,1.234
4907,122675,60.1047,-4.2007,1.23058
4908,122700,59.887,-4.09868,1.22891
4909,122725,59.6829,-3.99615,1.22855
4910,122750,59.6183,-3.89343,1.22989
4911,122775,59.6758,-3.79673,1.23275
4912,122800,59.767,-3.70519,1.23466
4913,122825,59.865,-3.61897,1.23434
4914,122850,59.9232,-3.53881,1.23443
4915,122875,59.8875,-3.46801,1.23673
4916,122900,59.8135,-3.40711,1.24031
4917,122925,59.8013,-3.34472,1.24427
4918,122950,59.8859,-3.27558,1.24795
4919,122975,60.0152,-3.20216,1.25053
4920,123000,60.1199,-3.12078,1.25171
4921,123025,60.1929,-3.03342,1.25182
4922,123050,60.248,-2.94538,1.25079
4923,123075,60.2692,-2.86035,1.24854
4924,123100,60.2051,-2.78245,1.24568
4925,123125,60.0598,-2.71426,1.24308
4926,123150,59.924,-2.64176,1.24152
4927,123175,59.8788,-2.55157,1.24132
4928,123200,59.9272,-2.45191,1.24255
4929,123225,60.0054,-2.3515,1.24313
4930,123250,60.082,-2.25353,1.24168
4931,123275,60.0992,-2.15938,1.24081
4932,123300,59.9894,-2.06588,1.24269
4933,123325,59.8149,-1.97154,1.24598
4934,123350,59.7304,-1.87925,1.25005
4935,123375,59.8141,-1.78462,1.2551
4936,123400,60.0044,-1.687,1.26026
4937,123425,60.2089,-1.59101,1.2636
4938,123450,60.3827,-1.49435,1.26558
4939,123475,60.5027,-1.38866,1.2679
4940,123500,60.5269,-1.26223,1.26994
4941,123525,60.4623,-1.12319,1.27068
4942,123550,60.3765,-0.991378,1.27009
4943,123575,60.3379,-0.877554,1.26899
4944,123600,60.3611,-0.773869,1.26827
4945,123625,60.4221,-0.67713,1.26793
4946,123650,60.4897,-0.589656,1.2664
4947,123675,60.5417,-0.512133,1.26259
4948,123700,60.5103,-0.445973,1.25879
4949,123725,60.3185,-0.393294,1.25718
4950,123750,60.0427,-0.355756,1.25708
4951,123775,59.8482,-0.329654,1.25806
4952,123800,59.8169,-0.317566,1.26065
4953,123825,59.884,-0.323791,1.26392
4954,123850,59.9712,-0.346032,1.26529
4955,123875,60.0528,-0.383131,1.26503
4956,123900,60.0627,-0.432836,1.26588
4957,123925,59.9916,-0.497869,1.2682
4958,123950,59.9015,-0.570478,1.27086
4959,123975,59.8493,-0.63773,1.27289
4960,124000,59.84,-0.692577,1.27354
4961,124025,59.8549,-0.737487,1.27352
4962,124050,59.8833,-0.785487,1.27319
4963,124075,59.9292,-0.841451,1.27181
4964,124100,59.9727,-0.902507,1.26855
4965,124125,59.9545,-0.968182,1.2641
4966,124150,59.8097,-1.04083,1.26016
4967,124175,59.5698,-1.11477,1.25732
4968,124200,59.3793,-1.18384,1.25567
4969,124225,59.3328,-1.25074,1.25574
4970,124250,59.3755,-1.31841,1.25671
4971,124275,59.4324,-1.38394,1.25602
4972,124300,59.4869,-1.44738,1.25364
4973,124325,59.4703,-1.51036,1.25262
4974,124350,59.341,-1.57623,1.25394
4975,124375,59.2072,-1.6446,1.25651
4976,124400,59.1967,-1.70757,1.25991
4977,124425,59.3312,-1.76411,1.26368
4978,124450,59.5185,-1.81233,1.2662
4979,124475,59.6799,-1.84597,1.26674
4980,124500,59.7926,-1.86333,1.26626
4981,124525,59.8455,-1.86509,1.26532
4982,124550,59.8301,-1.85337,1.26354
4983,124575,59.758,-1.83971,1.26075
4984,124600,59.6619,-1.82982,1.2575
4985,124625,59.6006,-1.81546,1.25463
4986,124650,59.618,-1.7929,1.25284
4987,124675,59.6814,-1.76397,1.25155
4988,124700,59.7494,-1.73022,1.24853
4989,124725,59.8016,-1.69335,1.24374
4990,124750,59.7546,-1.65399,1.24027
4991,124775,59.5656,-1.61676,1.23921
4992,124800,59.3478,-1.58196,1.23951
4993,124825,59.2568,-1.54577,1.24109
4994,124850,59.3322,-1.5135,1.24422
4995,124875,59.4882,-1.48666,1.24704
4996,124900,59.6519,-1.46017,1.24754
4997,124925,59.7872,-1.43198,1.24719
4998,124950,59.8565,-1.40409,1.24776
4999,124975,59.8483,-1.37219,1.24891
5000,125000,59.7831,-1.32293,1.2495
5001,125025,59.7195,-1.26156,1.24894
5002,125050,59.711,-1.20482,1.24766
5003,125075,59.7644,-1.15594,1.24634
5004,125100,59.8451,-1.11053,1.24472
5005,125125,59.9261,-1.06617,1.24144
5006,125150,59.9893,-1.02568,1.23619
5007,125175,59.9591,-0.98996,1.23114
5008,125200,59.7953,-0.951294,1.22803
5009,125225,59.5868,-0.903641,1.22604
5010,125250,59.4796,-0.84907,1.22518
5011,125275,59.5181,-0.787039,1.22601
5012,125300,59.6267,-0.724578,1.22726
5013,125325,59.7522,-0.667361,1.22642
5014,125350,59.8619,-0.616997,1.22486
5015,125375,59.8879,-0.575091,1.22527
5016,125400,59.8481,-0.545534,1.22737
5017,125425,59.8369,-0.519396,1.23008
5018,125450,59.9184,-0.486575,1.2327
5019,125475,60.0681,-0.449509,1.23449
5020,125500,60.2136,-0.40674,1.23485
5021,125525,60.3233,-0.356804,1.23396
5022,125550,60.4133,-0.303941,1.23216
5023,125575,60.4781,-0.240891,1.22931
5024,125600,60.4674,-0.175063,1.22533
5025,125625,60.3689,-0.120295,1.22111
5026,125650,60.2487,-0.074107,1.21744
5027,125675,60.1936,-0.0270991,1.21496
5028,125700,60.229,0.0176139,1.21394
5029,125725,60.3028,0.0552202,1.2127
5030,125750,60.3771,0.0868753,1.20909
5031,125775,60.4136,0.112423,1.20478
5032,125800,60.332,0.129094,1.20275
5033,125825,60.1568,0.131838,1.20285
5034,125850,60.0269,0.124059,1.20415
5035,125875,60.0476,0.108377,1.20671
5036,125900,60.1916,0.083112,1.20967
5037,125925,60.3652,0.0521559,1.21087
5038,125950,60.5209,0.0208381,1.20999
5039,125975,60.6326,-0.00895297,1.20855
5040,126000,60.6563,-0.0316431,1.20732
5041,126025,60.5657,-0.0374694,1.20578
5042,126050,60.4238,-0.0369981,1.20333
5043,126075,60.324,-0.0419849,1.20009
5044,126100,60.3095,-0.0462351,1.19733
5045,126125,60.3494,-0.0489705,1.19542
5046,126150,60.4051,-0.0524869,1.19279
5047,126175,60.4575,-0.0575116,1.18778
5048,126200,60.4677,-0.0644994,1.18148
5049,126225,60.3663,-0.0770173,1.17659
5050,126250,60.1565,-0.0945593,1.17368
5051,126275,59.9645,-0.109947,1.17218
5052,126300,59.9112,-0.124119,1.17245
5053,126325,59.9842,-0.144818,1.17406
5054,126350,60.1035,-0.171699,1.17431
5055,126375,60.2304,-0.201663,1.17221
5056,126400,60.3267,-0.233715,1.17014
5057,126425,60.3629,-0.272525,1.16948
5058,126450,60.3454,-0.308755,1.16957
5059,126475,60.3135,-0.323664,1.16939
5060,126500,60.3183,-0.321211,1.16852
5061,126525,60.3587,-0.308917,1.16708
5062,126550,60.4156,-0.291257,1.16504
5063,126575,60.4809,-0.274337,1.16186
5064,126600,60.5393,-0.258024,1.15703
5065,126625,60.5424,-0.238759,1.15113
5066,126650,60.459,-0.226576,1.14528
5067,126675,60.3121,-0.225399,1.14018
5068,126700,60.1768,-0.222288,1.13614
5069,126725,60.132,-0.212232,1.13364
5070,126750,60.1748,-0.203435,1.13233
5071,126775,60.2487,-0.198821,1.12974
5072,126800,60.3221,-0.196671,1.1247
5073,126825,60.3473,-0.197214,1.12003
5074,126850,60.2947,-0.209216,1.11765
5075,126875,60.221,-0.236682,1.11683
5076,126900,60.2036,-0.262451,1.11676
5077,126925,60.2821,-0.280331,1.11688
5078,126950,60.426,-0.296244,1.11626
5079,126975,60.5729,-0.304892,1.11401
