Time,StepCount,alpha1,alpha2,F1c,F2c,F3c,Fxg,Fyg,Mzg
994,24850,-0.565972,-0.653315,13619.7,15707.4,-22241.5,23968.8,-39092.2,-427353
995,24875,-0.565885,-0.691385,13169.3,15308.3,-22729.2,22909.4,-39550.8,-452413
996,24900,-0.598507,-0.750944,12962.7,15143.1,-22263.1,21779.8,-39899,-388856
997,24925,-0.674788,-0.784837,13276.6,15415.9,-21478.9,21273.7,-40667.7,-278661
998,24950,-0.725478,-0.782916,13953.5,16038.4,-21161.5,21808.7,-41732.2,-202379
999,24975,-0.693399,-0.763618,14671.5,16716,-21646.2,23358.1,-42583.3,-210615
1000,25000,-0.650019,-0.714828,15116.2,17154,-22814.1,24988.4,-43206.7,-297931
1001,25025,-0.611395,-0.677557,15018.3,17082,-24152.3,25606.4,-43481.5,-417333
1002,25050,-0.571699,-0.668315,14367.3,16479.2,-24925.5,25016.7,-42910.7,-517679
1003,25075,-0.50602,-0.71942,13598.7,15763.7,-24850.1,23751.8,-41828.9,-552752
1004,25100,-0.457017,-0.815438,13122.5,15382,-24061.5,22320.9,-41050.6,-502138
1005,25125,-0.469446,-0.883072,12969.6,15283.5,-22982.6,21268.1,-40659.4,-409569
1006,25150,-0.512987,-0.899524,12987.4,15299.8,-22054.2,20831.9,-40408.4,-330334
1007,25175,-0.568502,-0.873234,13130.3,15427.7,-21766.5,20975,-40659.4,-295359
1008,25200,-0.601874,-0.813262,13357.9,15668.7,-22162.2,21777,-41109,-320278
1009,25225,-0.582887,-0.750214,13524.6,15863,-23060.5,22895.8,-41320.2,-402711
1010,25250,-0.534265,-0.712519,13440.7,15793.6,-24212.3,23518.9,-41381.4,-513333
1011,25275,-0.476608,-0.739764,13055.3,15432.4,-25268.5,22999.2,-41661.1,-600154
1012,25300,-0.404556,-0.845837,12590,15063.6,-25564.6,21562.4,-41795.6,-613430
1013,25325,-0.392616,-0.961401,12335.3,14940.4,-24791,19948.2,-41761.6,-530330
1014,25350,-0.534203,-0.963932,12569.4,15061.3,-23782.7,19407.6,-42554.5,-400154
1015,25375,-0.685363,-0.876224,13270.8,15690.5,-23627.7,20316.9,-44082.9,-330163
1016,25400,-0.773571,-0.758516,14156.4,16591.2,-24798.9,22170.6,-46102.1,-369108
1017,25425,-0.686509,-0.74039,14839.3,17203.7,-26798.9,24177.6,-47809.9,-483406
1018,25450,-0.656233,-0.705356,14929.1,17312.8,-28758.5,25009.9,-49091.3,-618702
1019,25475,-0.652495,-0.69282,14438.3,16874.1,-30032.8,24456,-49577,-722831
1020,25500,-0.685256,-0.695385,13724.1,16212.7,-30111.8,23074.3,-49184.6,-750403
1021,25525,-0.745517,-0.714103,13252.3,15757.5,-28990,21644.6,-48299.9,-682717
1022,25550,-0.785013,-0.756163,13195.7,15710,-27536.1,20763,-47642.5,-569288
1023,25575,-0.776811,-0.788519,13403.1,15916.3,-26730.5,20777.8,-47415.8,-497504
1024,25600,-0.74223,-0.772584,13550.5,16058.4,-26709.4,21485.8,-47077.3,-509640
1025,25625,-0.698805,-0.72778,13464.2,15995.5,-27296.1,22251.4,-46598.1,-589548
1026,25650,-0.668308,-0.687424,13243.7,15813,-28358.2,22616.2,-46598.9,-694944
1027,25675,-0.664513,-0.669648,13019.8,15622.8,-29555.6,22498.3,-47281.9,-782763
1028,25700,-0.687762,-0.665229,12698.8,15333.4,-30178.6,21875.9,-47704.3,-826574
1029,25725,-0.753142,-0.649184,12211.1,14862.9,-29604.1,20748,-46940.8,-809378
1030,25750,-0.872696,-0.630159,11825.7,14425.7,-27868.8,19256.2,-45428.7,-715227
1031,25775,-0.937865,-0.68446,11780,14371.5,-26183.9,18102.5,-44768.6,-580606
1032,25800,-0.824487,-0.798004,12237.1,14824.5,-26039.3,18657.6,-45637.5,-512450
1033,25825,-0.69513,-0.831476,13131.5,15583.3,-27711.5,20584.4,-47636.9,-574969
1034,25850,-0.699181,-0.697916,13718.7,16314.4,-29711.5,22999.6,-49024.7,-719614
1035,25875,-0.738675,-0.600915,13726.6,16500.6,-31711.5,23758.9,-50283.1,-869213
1036,25900,-0.834357,-0.573829,13387,16149.8,-33684,22554.5,-52368.9,-976432
1037,25925,-0.980033,-0.533069,13126.1,15795.2,-33899.2,20914.8,-52827.3,-988935
1038,25950,-1.04966,-0.601789,13109.2,15773.2,-33087,19528.9,-53385.5,-885506
1039,25975,-0.976625,-0.74391,13374.9,16140,-32062.8,19363.8,-54074.9,-739504
1040,26000,-0.846393,-0.850455,13957.5,16677,-31933.6,20250.3,-54920.4,-670336
1041,26025,-0.777593,-0.832329,14457.1,17130.1,-32891.1,21833.4,-55701.5,-725366
1042,26050,-0.719089,-0.769605,14495.8,17195.8,-34322,23256.5,-55836.1,-861033
1043,26075,-0.678455,-0.706534,13886.1,16668.9,-35523.1,23489.6,-55059.4,-1.01666e+06
1044,26100,-0.730007,-0.609394,12859.6,15786.9,-35972.6,22527.7,-53584.3,-1.13756e+06
1045,26125,-0.900891,-0.494566,12212,15117.2,-35505.8,20888.4,-52253.9,-1.16821e+06
1046,26150,-1.07641,-0.468415,12098.6,14832.9,-34330.1,18975.9,-51676.7,-1.09136e+06
1047,26175,-1.11533,-0.559069,12106,14870.6,-32982.1,17931.7,-51741.3,-954857
1048,26200,-1.08211,-0.650892,12178.6,14985.8,-31597.5,17639.3,-51430.4,-825617
1049,26225,-1.00473,-0.687939,12294.6,15080,-30939.9,18243.9,-50891.7,-777378
1050,26250,-0.865818,-0.686139,12587.6,15267.4,-31979.4,19969.3,-51239.1,-853805
1051,26275,-0.778401,-0.626856,12852.9,15560.2,-33979.4,21753.6,-52131.6,-1.00821e+06
1052,26300,-0.804403,-0.5485,12714.5,15548.9,-35979.4,22086,-53246.4,-1.16104e+06
1053,26325,-0.959979,-0.460475,12381.1,15174.1,-37292.4,20694.6,-54177.7,-1.26211e+06
1054,26350,-1.14074,-0.398729,12235.1,14836.6,-37019.6,18773.8,-53900.9,-1.26238e+06
1055,26375,-1.21245,-0.489426,12237.9,14839.8,-35984.8,17389.8,-54421.8,-1.13917e+06
1056,26400,-1.14566,-0.632446,12743.3,15185.5,-35075.1,17504.3,-55660.5,-981587
1057,26425,-1.00693,-0.762364,13576.2,15893.3,-35861.3,18750.1,-58312.2,-920021
1058,26450,-0.875238,-0.785922,14444,16711.3,-37861.3,21066.4,-60772.7,-993514
1059,26475,-0.832661,-0.685344,14858.8,17269.8,-39861.3,23369,-61783.4,-1.14975e+06
1060,26500,-0.886753,-0.582583,14590.2,17176.9,-41861.3,23563.5,-62619.5,-1.32039e+06
1061,26525,-1.03089,-0.463797,14045.3,16654.7,-43034.8,22115.4,-62532.6,-1.45716e+06
1062,26550,-1.17936,-0.354643,13682.2,16086.8,-42450.4,20305.7,-60683.9,-1.49842e+06
1063,26575,-1.33234,-0.340017,13632.4,15806.3,-40794.9,18121.4,-59313.1,-1.41059e+06
1064,26600,-1.36224,-0.415542,13606.7,15792.5,-38981,17265.8,-58668.1,-1.26149e+06
1065,26625,-1.30463,-0.487596,13635.9,15843.5,-38061.8,17583.8,-58640.2,-1.16412e+06
1066,26650,-1.22496,-0.496599,13661,15861.8,-38234.4,18576.7,-58643.7,-1.17321e+06
1067,26675,-1.13929,-0.45714,13664.2,15883.9,-39504.6,19967.9,-58927.1,-1.2795e+06
1068,26700,-1.08495,-0.408721,13609.7,15884.9,-41406.5,20931.6,-59754.6,-1.42644e+06
1069,26725,-1.13943,-0.338265,13449.1,15788.3,-42610.9,20516.9,-60067.3,-1.53773e+06
1070,26750,-1.29556,-0.228186,13331.8,15598.6,-42170.3,18817.5,-58528.9,-1.57988e+06
1071,26775,-1.44841,-0.168082,13296.5,15371.8,-40557.2,16778.5,-56325.8,-1.53467e+06
1072,26800,-1.52771,-0.233049,13288.9,15301.5,-38680.7,15460.2,-55491.1,-1.39382e+06
1073,26825,-1.45587,-0.366702,13396.8,15434.3,-37988.8,15944.4,-56831.1,-1.25561e+06
1074,26850,-1.30936,-0.491252,13681.4,15829,-39708.1,17493.4,-60391.6,-1.24672e+06
1075,26875,-1.16652,-0.463137,14074.4,16351.7,-41708.1,20165.4,-61953.1,-1.36315e+06
1076,26900,-1.07261,-0.390081,14309.3,16813.5,-43708.1,22387.9,-62671.7,-1.52416e+06
1077,26925,-1.17544,-0.304695,14293.5,16990.1,-45708.1,21712.5,-63996,-1.67449e+06
1078,26950,-1.32276,-0.282401,14277.1,16829.1,-47708.1,19667.5,-66237.9,-1.78329e+06
1079,26975,-1.46534,-0.291266,14297.9,16676.9,-48084.3,17479.5,-67091.8,-1.79442e+06
1080,27000,-1.49601,-0.377177,14281.7,16678.2,-47039.3,16573,-67423.6,-1.67686e+06
1081,27025,-1.43294,-0.496323,14343.3,16811,-45926.7,16753.7,-68139.2,-1.52423e+06
1082,27050,-1.32628,-0.563771,14460.4,16907.1,-45872.9,17791.4,-68938,-1.46887e+06
1083,27075,-1.22801,-0.543063,14510.5,16945.6,-46913.2,19384.8,-69336.3,-1.54478e+06
1084,27100,-1.21182,-0.428456,14340,16957,-48176.5,20462.1,-68647.5,-1.70487e+06
1085,27125,-1.26439,-0.304151,13754.8,16846,-49544.6,20221.7,-67703.8,-1.89217e+06
1086,27150,-1.40743,-0.183433,13212.7,16694.1,-50234.3,18562.9,-66316.1,-2.03859e+06
1087,27175,-1.55952,-0.116509,13198.2,16528.6,-49583.6,16565.4,-64702.3,-2.06146e+06
1088,27200,-1.63917,-0.181522,13201.4,16457.8,-47914.4,15285.5,-64056,-1.93272e+06
1089,27225,-1.61586,-0.308713,13377.2,16361.3,-45914.4,14985.2,-64249.1,-1.72174e+06
1090,27250,-1.58146,-0.369643,13317.3,16224.7,-43914.4,14986.8,-63092.7,-1.57134e+06
1091,27275,-1.48195,-0.317924,13295,16246.2,-43880.8,16611.7,-62201.8,-1.601e+06
1092,27300,-1.34356,-0.226068,13398.3,16562.8,-45880.8,19159.8,-62647.1,-1.76905e+06
1093,27325,-1.30765,-0.130792,13384.3,17031.4,-47880.8,20367.5,-63025.5,-1.95e+06
1094,27350,-1.41271,-0.0780359,13353.1,17197.2,-49880.8,19247,-64408,-2.09525e+06
1095,27375,-1.56117,-0.104312,13421,17094.6,-51880.8,17130.9,-67081.1,-2.18377e+06
1096,27400,-1.6644,-0.15825,13446.1,17008.1,-51924.8,15538.8,-67992.4,-2.15534e+06
1097,27425,-1.64527,-0.278364,13657.6,17032.8,-50863.2,15360.9,-69163.2,-1.994e+06
1098,27450,-1.53214,-0.401764,14233,17083.4,-50197.2,16273.1,-71100,-1.82604e+06
1099,27475,-1.39586,-0.523336,14651.6,17368.5,-51931.6,17593.9,-75039.9,-1.79996e+06
1100,27500,-1.25998,-0.501053,14877.4,17610.3,-53931.6,19995.6,-76555.2,-1.91658e+06
1101,27525,-1.24209,-0.412778,14826,17770.5,-55931.6,21064.1,-77092.6,-2.09257e+06
1102,27550,-1.35957,-0.294237,14590.3,17684.7,-57598.8,19983.6,-76993.6,-2.27703e+06
1103,27575,-1.49435,-0.18126,13866,17355.9,-58212,18130.6,-75166.2,-2.43438e+06
1104,27600,-1.63994,-0.0664353,13621.2,17002.4,-56933.1,16023.8,-71650.5,-2.48051e+06
1105,27625,-1.77355,-0.124049,13700,16829.7,-54933.1,13941.6,-70434.8,-2.35009e+06
1106,27650,-1.71803,-0.247075,13960.8,16692.1,-52933.1,14137.1,-70825.2,-2.12794e+06
1107,27675,-1.6586,-0.302173,13949.5,16695.2,-51398.4,14715.5,-70262.6,-1.99536e+06
1108,27700,-1.51837,-0.282059,14017.1,16741.3,-52598.8,16814.2,-71256.3,-2.05556e+06
1109,27725,-1.41099,-0.160693,13980.5,16965.2,-54598.8,18971.3,-71115.6,-2.25214e+06
1110,27750,-1.40996,-0.0641406,13839.6,17071,-56598.8,19252.2,-71353.9,-2.43949e+06
1111,27775,-1.5376,0.0116912,13792.9,16993.4,-57352.7,17450,-70939.3,-2.54403e+06
1112,27800,-1.68278,0.0809457,13800.4,16865.4,-56458.3,15267.9,-68808.5,-2.565e+06
1113,27825,-1.77675,0.0480997,13810.1,16755.3,-55019.4,13911.8,-67732.1,-2.48088e+06
1114,27850,-1.76751,-0.0713676,13940.4,16749.9,-53648.2,13982.5,-68514.1,-2.31041e+06
1115,27875,-1.66233,-0.19169,14317.4,16766.8,-53605.6,15151,-71057.5,-2.18014e+06
1116,27900,-1.52301,-0.272856,14473.4,16990.6,-55605.6,17053.4,-74641.2,-2.20019e+06
1117,27925,-1.41291,-0.218172,14623.1,17528.6,-57605.6,19412.3,-75840.8,-2.33621e+06
1118,27950,-1.42284,-0.148604,14667.8,18191.1,-59605.6,20152.9,-76806.5,-2.49586e+06
1119,27975,-1.55975,-0.101285,14717.6,18449.4,-61605.6,18517.4,-78187.8,-2.64625e+06
1120,28000,-1.69562,-0.100283,14758.1,18309.5,-63605.6,16380.1,-80081.9,-2.77005e+06
1121,28025,-1.82776,-0.118347,14819.5,18179.3,-63679.5,14285.8,-80158.8,-2.78617e+06
1122,28050,-1.86007,-0.200219,14809.8,18145.7,-62020.9,13558.6,-79824.2,-2.64001e+06
1123,28075,-1.8254,-0.307186,14817,18194,-60038.4,13610.5,-79879.3,-2.43672e+06
1124,28100,-1.7401,-0.349799,14828.3,18208.1,-59440.6,14607,-80296.9,-2.34904e+06
1125,28125,-1.62114,-0.295042,14830.1,18266.2,-60731,16730.7,-80853.8,-2.44078e+06
1126,28150,-1.5676,-0.1795,14394.1,18547.5,-62731,18295.5,-80436.5,-2.65542e+06
1127,28175,-1.64023,-0.069839,13793.6,18793.3,-64731,17790.6,-79802.8,-2.89044e+06
1128,28200,-1.78702,0.0236882,13782.1,18711.9,-65774.8,15749.8,-78792.8,-3.0519e+06
1129,28225,-1.93746,0.0855341,13826.7,18537.3,-64138.8,13512.6,-75462.8,-3.05377e+06
1130,28250,-1.98211,-0.0169202,13873.7,18293.8,-62138.8,12744.3,-75165,-2.87405e+06
1131,28275,-1.92528,-0.128651,13986.5,18001.4,-60138.8,12997.8,-75565.2,-2.65212e+06
1132,28300,-1.90781,-0.0970837,13879.8,17967.5,-58138.8,13293.2,-72979.4,-2.57084e+06
1133,28325,-1.77083,-0.0672714,13892.8,18095.6,-60138.8,15294.2,-74971,-2.66562e+06
1134,28350,-1.67067,0.0147006,13837.5,18570.8,-62138.8,17189.1,-75634.4,-2.8257e+06
1135,28375,-1.67607,0.0368721,13734.9,19035.3,-64138.8,17579.1,-77096,-2.95955e+06
1136,28400,-1.78201,0.0174735,13745.6,19109.9,-66138.8,16225.2,-79245.1,-3.0695e+06
1137,28425,-1.931,0.000229871,13850.3,18959.1,-67371.9,14077.4,-80329,-3.15453e+06
1138,28450,-2.03355,-0.0503006,13907.7,18849.4,-67233.1,12617,-80625.8,-3.13592e+06
1139,28475,-2.01025,-0.157484,14051.6,18795.3,-66242.2,12584.6,-81906.4,-2.97773e+06
1140,28500,-1.92347,-0.266904,14307.1,18759.4,-65491.4,13153.5,-83865.6,-2.80546e+06
1141,28525,-1.81537,-0.344712,14374.2,18826.5,-66601.4,14238.4,-86909.7,-2.76439e+06
1142,28550,-1.68399,-0.319382,14417.6,18876.2,-68597.2,16293.1,-88849.3,-2.86116e+06
1143,28575,-1.64684,-0.218047,14279.5,18953.4,-70183.7,17419.8,-88522,-3.03164e+06
1144,28600,-1.79732,-0.110602,13735.4,19026.2,-71224.3,15825.1,-86708.9,-3.23205e+06
1145,28625,-1.97451,-0.00531604,12943.9,18821.8,-71305.2,13736.7,-83308.5,-3.40637e+06
1146,28650,-2.14621,0.087111,13019.2,18544.5,-69305.2,11389.3,-78614.5,-3.43317e+06
1147,28675,-2.15974,-0.0211509,13222.2,18280.3,-67305.2,10931.4,-78686.4,-3.23437e+06
1148,28700,-2.06103,-0.132185,13474.2,18107.9,-65305.2,11605.7,-79579.1,-2.98891e+06
1149,28725,-1.96287,-0.144129,13451.9,18122.9,-65664,12795,-80698.1,-2.96518e+06
1150,28750,-1.88977,-0.0323884,13038.6,18621.2,-67664,14522.6,-80647.9,-3.16082e+06
1151,28775,-1.88308,0.072288,12356,19342.2,-69664,15495.6,-80025.4,-3.38754e+06
1152,28800,-1.87296,0.104797,12228.4,19536.7,-71664,15790.5,-81294.8,-3.52629e+06
1153,28825,-1.98959,0.0639339,12293.7,19427.9,-72579.5,14388.9,-82569.5,-3.56788e+06
1154,28850,-2.11621,0.0198844,12391.4,19299.1,-71944.2,12867,-82154,-3.53367e+06
1155,28875,-2.16187,-0.0736616,12435.3,19247.4,-71176.1,12265.6,-82918.2,-3.42681e+06
1156,28900,-2.1214,-0.178773,12543.1,19213.1,-70436.6,12344.3,-84542.4,-3.27667e+06
1157,28925,-2.01311,-0.285203,12691.3,19251.7,-71333.2,13041.8,-88219.6,-3.18811e+06
1158,28950,-1.88025,-0.313505,12807.7,19445.6,-73333.2,14597.3,-91529.4,-3.22461e+06
1159,28975,-1.77064,-0.275621,12944.4,19898.3,-75333.2,16577.6,-93435.2,-3.33009e+06
1160,29000,-1.75233,-0.259855,12960.1,20163.9,-77333.2,17147.2,-95261.2,-3.44468e+06
1161,29025,-1.8723,-0.255425,12982.1,20062.4,-79186.1,15556.4,-96651.5,-3.57379e+06
1162,29050,-2.04397,-0.156293,12848.2,19715.7,-78785.8,13620.3,-93291.3,-3.70022e+06
1163,29075,-2.22181,-0.134409,12962.3,19349.2,-77177.3,11319.6,-90081.3,-3.69892e+06
1164,29100,-2.20076,-0.244048,13221.5,19007.7,-75177.3,10655.5,-90453.7,-3.48059e+06
1165,29125,-2.06877,-0.361777,13588.2,18627.3,-73177.3,10931.1,-91708.1,-3.21189e+06
1166,29150,-2.02431,-0.323786,13503.1,18621.9,-72060.8,11738.2,-90123.6,-3.17139e+06
1167,29175,-1.99576,-0.203375,12968.8,19431.5,-74060.8,13684.1,-89800.8,-3.38757e+06
1168,29200,-2.13685,-0.0919936,12240.8,20951.6,-76060.8,14298.2,-88317,-3.67169e+06
1169,29225,-2.21888,0.00349641,12194,21538.6,-78060.8,14177.5,-87707,-3.90544e+06
1170,29250,-2.39376,-0.00281189,12386.3,21375.7,-79339.3,12294.4,-87822.8,-4.03643e+06
1171,29275,-2.52713,-0.020869,12523.8,21195.1,-77387.4,10957.4,-85049.9,-3.97668e+06
1172,29300,-2.47281,-0.115723,12574.6,21151.8,-75594.7,11144.7,-85833.6,-3.7619e+06
1173,29325,-2.37801,-0.201635,12617.2,21158.3,-74551.7,11615.5,-87514.1,-3.57684e+06
1174,29350,-2.26179,-0.228144,12621.7,21172.2,-75554.1,12579.8,-90069.1,-3.55187e+06
1175,29375,-2.14786,-0.18289,12616.7,21414.7,-77554.1,14174.3,-92022.5,-3.65488e+06
1176,29400,-2.08111,-0.149704,12650.3,21923.8,-79554.1,15499.6,-93862.5,-3.76749e+06
1177,29425,-2.08872,-0.18557,12671.5,22151.3,-81554.1,15497.7,-96650.9,-3.83933e+06
1178,29450,-2.21036,-0.226541,12765.2,22033.9,-82863.8,13852.1,-98055,-3.91181e+06
1179,29475,-2.40844,-0.199452,12944.7,21751.4,-82244.8,11701.3,-95217.2,-3.99179e+06
1180,29500,-2.5661,-0.240536,13159.1,21564.1,-81178.2,9903.84,-93477.2,-3.97288e+06
1181,29525,-2.56584,-0.334499,13196.7,21461.9,-79178.2,9203.19,-93409.3,-3.77544e+06
1182,29550,-2.47852,-0.427679,13202.7,21388.2,-77178.2,9056.68,-94176,-3.53462e+06
1183,29575,-2.36568,-0.395722,13162.2,21418.3,-76320.2,10368.1,-93794.7,-3.46272e+06
1184,29600,-2.20128,-0.292089,13120.9,21726.4,-78320.2,13071,-95174.8,-3.59231e+06
1185,29625,-2.20073,-0.193533,12777.2,22130,-80320.2,14189.8,-94901.2,-3.80553e+06
1186,29650,-2.36092,-0.114445,12837.2,22096.9,-81566.9,12832.3,-93124.6,-4.02046e+06
1187,29675,-2.56006,-0.02415,12978.3,21673.9,-81264.6,10822.7,-88917,-4.19025e+06
1188,29700,-2.74937,-0.0389741,13418.1,21304.4,-79264.6,8889.03,-85223.7,-4.16867e+06
1189,29725,-2.68649,-0.13001,13478.4,21177.4,-77264.6,8892.21,-85934.6,-3.93661e+06
1190,29750,-2.58923,-0.164322,13437.1,21182.4,-75929.1,9458.3,-86444.7,-3.77739e+06
1191,29775,-2.4377,-0.105793,13349.6,21404.7,-77929.1,11108.2,-88829.2,-3.85997e+06
1192,29800,-2.41083,-0.0117565,12919.1,22136.5,-79929.1,12514.6,-88812,-4.0588e+06
1193,29825,-2.36281,0.0496364,12759.4,22754.6,-81929.1,13644.8,-89762.4,-4.2124e+06
1194,29850,-2.40607,-0.018644,12799.6,22848.3,-83929.1,13353.7,-92943.3,-4.26895e+06
1195,29875,-2.51371,-0.10686,12989.3,22695.9,-84489.8,12054.6,-94540.8,-4.25721e+06
1196,29900,-2.6266,-0.176336,13176,22512.1,-83886.7,10695.9,-94325.4,-4.21166e+06
1197,29925,-2.66079,-0.252143,13257.2,22387.7,-83502.2,9925.67,-95218.8,-4.13241e+06
1198,29950,-2.63702,-0.333985,13301.8,22321.2,-82906.3,9443.69,-96653.9,-4.00451e+06
1199,29975,-2.5417,-0.408655,13351.6,22318.7,-82969.3,9460.55,-99375.9,-3.87958e+06
1200,30000,-2.3553,-0.440523,13476.3,22393.3,-84746.9,10734.7,-103833,-3.84112e+06
1201,30025,-2.16956,-0.403035,13598.8,22511.6,-86746.9,13043.2,-106809,-3.89339e+06
1202,30050,-2.1406,-0.345703,13490.2,22528.9,-87791.7,13918.5,-106785,-3.9976e+06
1203,30075,-2.34545,-0.254751,13263.7,22357.1,-87975.6,12358,-103089,-4.199e+06
1204,30100,-2.54582,-0.167606,13328.2,21784.1,-87998.5,10446.9,-99111.7,-4.3914e+06
1205,30125,-2.73575,-0.153142,13878.5,21108.9,-85998.5,8110.64,-94697.7,-4.40175e+06
1206,30150,-2.68681,-0.255308,13904.1,20669.8,-83998.5,7509.02,-95326.2,-4.16961e+06
1207,30175,-2.61705,-0.279528,13805.7,20566,-81998.5,7818.22,-94586.8,-4.00147e+06
1208,30200,-2.46434,-0.17544,13722.9,21050.6,-83998.5,10033.2,-96272.3,-4.11955e+06
1209,30225,-2.51633,-0.074033,13301.6,22634.9,-85998.5,11787.9,-95458.3,-4.36574e+06
1210,30250,-2.50067,0.0137505,13170.4,23694.4,-87998.5,13135.5,-95547.8,-4.56395e+06
1211,30275,-2.59431,-0.0157003,13264.7,23673.3,-89998.5,12343.1,-97272.7,-4.68757e+06
1212,30300,-2.74697,-0.0598144,13572.4,23396.5,-89761.8,10825.4,-96378.5,-4.71081e+06
1213,30325,-2.75437,-0.139897,13687.7,23230.9,-89096.8,10329.7,-97504.8,-4.59351e+06
1214,30350,-2.65184,-0.227853,13785.3,23194.5,-88766.4,10430.2,-100490,-4.42036e+06
1215,30375,-2.56612,-0.290565,13807.1,23179.4,-89277.4,10624.5,-103432,-4.33126e+06
1216,30400,-2.48255,-0.315127,13786.1,23171.3,-91034.1,11131.3,-106658,-4.35225e+06
1217,30425,-2.38574,-0.313518,13802.4,23282.9,-93034.1,12104.2,-109682,-4.407e+06
1218,30450,-2.27233,-0.331519,13884.5,23448,-95034.1,13210.3,-113272,-4.43404e+06
1219,30475,-2.2246,-0.36949,13871.1,23425.4,-96534,13407.9,-116004,-4.4521e+06
1220,30500,-2.41134,-0.310187,14008.8,23260.2,-94904.6,11713.5,-111349,-4.51805e+06
1221,30525,-2.60695,-0.232294,14414.6,22900.2,-92962.4,9882.12,-105579,-4.60208e+06
1222,30550,-2.76123,-0.281416,14667.9,22586.1,-90962.4,8078.02,-102680,-4.54092e+06
1223,30575,-2.6476,-0.381862,14696.5,22199.3,-88962.4,7660.77,-104203,-4.26395e+06
1224,30600,-2.53433,-0.454266,14483,21871.8,-86962.4,7760.07,-104824,-4.02606e+06
1225,30625,-2.49289,-0.348936,14106.7,22221.3,-86413.1,9641.05,-102533,-4.07936e+06
1226,30650,-2.51009,-0.24251,13491.9,23309,-88413.1,11737.1,-101976,-4.3102e+06
1227,30675,-2.52621,-0.150349,13214.4,24017.5,-90413.1,12956.2,-101639,-4.5285e+06
1228,30700,-2.67202,-0.120675,13334.2,23890.6,-91816.3,11826,-100726,-4.71458e+06
1229,30725,-2.84612,-0.0372405,13852.8,23528.4,-90188.2,10259.6,-95098,-4.81639e+06
1230,30750,-2.90439,-0.0719801,14007.3,23238.8,-88188.2,9563.59,-93151.1,-4.7082e+06
1231,30775,-2.82384,-0.131711,14007.2,23190.9,-86188.2,9683.96,-93610.1,-4.48806e+06
1232,30800,-2.68612,-0.162266,13960.3,23273.5,-87025.2,10430.7,-96926.1,-4.41533e+06
1233,30825,-2.58636,-0.0953679,13830.7,23644.2,-89025.2,11783.7,-98567.3,-4.53596e+06
1234,30850,-2.5496,-0.0306595,13742.5,24319.6,-91025.2,12904.2,-99439.1,-4.69569e+06
1235,30875,-2.55678,-0.0657805,13765.8,24715,-93025.2,13183.4,-102249,-4.76823e+06
1236,30900,-2.5028,-0.148298,13980.1,24531.1,-95025.2,13038.4,-106985,-4.74654e+06
1237,30925,-2.64588,-0.207794,14231.1,24313.6,-93881.3,11272.5,-105666,-4.69954e+06
1238,30950,-2.77016,-0.252024,14441.2,24087.1,-92850.9,9869.8,-104099,-4.67242e+06
1239,30975,-2.84149,-0.300602,14566.3,23887.2,-91657.1,8900.79,-103036,-4.60289e+06
1240,31000,-2.83529,-0.372382,14608.6,23734.6,-89657.1,8179.33,-102698,-4.41726e+06
1241,31025,-2.7679,-0.412689,14589.7,23677.9,-87657.1,8107.23,-102480,-4.22571e+06
1242,31050,-2.61026,-0.399685,14459,23885,-88717.5,9536.85,-105338,-4.19538e+06
1243,31075,-2.45119,-0.304648,14334.1,24317.8,-90717.5,12146.6,-107140,-4.30874e+06
1244,31100,-2.42814,-0.235872,14181.7,24385.6,-92272.8,12987.5,-107253,-4.4574e+06
1245,31125,-2.6218,-0.153747,14659,24152,-91458,11144.2,-102438,-4.60931e+06
1246,31150,-2.7964,-0.0715888,15607.2,23748.8,-89512.1,9001.46,-96492,-4.69867e+06
1247,31175,-2.82794,-0.119116,15646.5,23111.5,-87512.1,8064.57,-95086.1,-4.56213e+06
1248,31200,-2.72196,-0.199168,15572,22835.8,-85512.1,8163.41,-96374.7,-4.29956e+06
1249,31225,-2.64315,-0.161645,15403.4,22930.4,-84584.9,9102.21,-95639.1,-4.23869e+06
1250,31250,-2.59721,-0.0715397,15020.6,23649.8,-86584.9,10740,-96054.4,-4.41795e+06
1251,31275,-2.61467,0.0125024,14617.4,24759.3,-88584.9,12122.6,-95626.1,-4.63989e+06
1252,31300,-2.64026,0.0361238,14507.5,25227,-90584.9,12488.3,-96646,-4.79378e+06
1253,31325,-2.70485,-0.0212674,14663,25005.6,-92392.9,11713.3,-99126.9,-4.8618e+06
1254,31350,-2.81537,-0.0780345,14955.3,24686.8,-91509.8,10445.1,-98227,-4.81919e+06
