Time,StepCount,alpha1,alpha2,F1c,F2c,F3c,Fxg,Fyg,Mzg
692,17300,0.184724,-0.190409,15113.3,15089.1,100.704,29672.5,20.8788,9207.92
693,17325,0.151165,-0.156779,15241.2,15217.1,98.4172,30097.9,17.6429,9109.48
694,17350,0.158763,-0.163949,15216.6,15192.6,89.5838,30014.2,15.6111,8331.33
695,17375,0.19324,-0.198683,15091.3,15067.7,72.8789,29581.8,-3.02731,7552.47
696,17400,0.210401,-0.215264,15030.6,15006.9,68.527,29359.7,2.14652,6888.94
697,17425,0.178551,-0.183017,15130.7,15107.2,72.8945,29745,10.694,6908.98
698,17450,0.114576,-0.119668,15406.1,15382,81.5352,30577.1,6.51284,7929
699,17475,0.077883,-0.0831321,15659.8,15635.5,101.808,31193.9,21.8926,9207.84
700,17500,0.0759759,-0.0819234,15727.6,15703.3,105.594,31332.8,14.3311,9924.25
701,17525,0.0961103,-0.102196,15623.4,15599.4,101.019,31069.3,8.85751,9734.59
702,17550,0.143205,-0.148404,15391,15366.5,96.7152,30431,21.1798,8775.94
703,17575,0.243322,-0.24948,15065.7,15043,80.133,29199.2,-4.21668,8355.71
704,17600,0.365028,-0.371303,14847.5,14825,80.7473,27684,1.99291,8205.02
705,17625,0.475968,-0.481948,14712.5,14689.5,86.9926,26093.5,19.5954,8070.23
706,17650,0.535526,-0.542744,14613.9,14592.4,77.5795,25063.4,-1.85366,8193.95
707,17675,0.559212,-0.566628,14539.8,14518.5,88.4476,24574.5,8.67973,8805.79
708,17700,0.586389,-0.594251,14463.5,14442.6,99.8305,24013.9,17.0771,9579.34
709,17725,0.62279,-0.631661,14382.6,14362.7,96.5017,23273.7,4.9502,9871
710,17750,0.659017,-0.667179,14304.2,14283.8,96.2812,22529.7,16.8998,9290.5
711,17775,0.692983,-0.701196,14227.1,14206.9,85.2898,21800.7,8.73725,8598.3
712,17800,0.723871,-0.731882,14152.1,14131.9,73.5335,21116.4,2.37133,7732.62
713,17825,0.737721,-0.745306,14084.6,14064.4,65.0152,20758.3,-0.0218679,6981.83
714,17850,0.709382,-0.717578,14050.2,14030.1,63.7481,21231.1,-10.123,7336.35
715,17875,0.642253,-0.650439,14073.3,14053.1,90.9502,22452.9,11.2201,9006.36
716,17900,0.575688,-0.584245,14105.3,14084.8,112.744,23580.4,23.0943,10592.3
717,17925,0.552813,-0.562192,14078.2,14057.9,110.615,23875.5,9.42753,11025.7
718,17950,0.588573,-0.597655,13999.9,13979.4,103.293,23200.4,9.35695,10317.4
719,17975,0.637445,-0.646329,13918.2,13897.8,90.9234,22279.6,4.20143,9353.95
720,18000,0.671421,-0.679297,13843.6,13822.4,84.4022,21592.7,12.5883,8297.27
721,18025,0.687437,-0.695209,13777,13756,75.3082,21211.4,6.2917,7687.96
722,18050,0.679374,-0.688126,13726.6,13706,76.4599,21265.9,-3.59554,8297.52
723,18075,0.674687,-0.683481,13674.6,13653.9,100.738,21265.5,20.1979,9604.09
724,18100,0.668779,-0.678598,13623.3,13603.1,106.532,21277.9,14.6874,10473.6
725,18125,0.646417,-0.656729,13588.6,13568.6,102.563,21593.3,3.38491,10604.7
726,18150,0.633705,-0.642789,13546.7,13526.5,104.998,21743.4,18.2655,10094.2
727,18175,0.650357,-0.659601,13481.5,13461.6,94.4568,21367.3,7.82517,9546.14
728,18200,0.687802,-0.696272,13408.2,13387.8,86.8282,20631.3,12.4964,8563.77
729,18225,0.717439,-0.725197,13338.1,13317.3,76.1319,20016.4,12.2334,7497.78
730,18250,0.713656,-0.721699,13285,13264.5,62.8228,20000.6,-4.14376,6942.61
731,18275,0.677338,-0.684973,13263.8,13243.4,71.1022,20591.9,5.33686,7284.84
732,18300,0.610213,-0.618311,13289.6,13269,83.6867,21703.6,7.70743,8406.38
733,18325,0.525195,-0.533422,13360.3,13339.5,95.9592,23045.9,11.6666,9392.84
734,18350,0.470971,-0.478364,13390.5,13370.1,104.077,23802,25.4236,9499.08
735,18375,0.471854,-0.48002,13345.6,13325.6,90.0813,23706.9,2.46206,9190.99
736,18400,0.499945,-0.507352,13275.2,13254.9,78.8409,23235.7,2.58447,8066.46
737,18425,0.507173,-0.513222,13223.6,13203,68.604,23061,8.91577,6720.93
738,18450,0.464277,-0.470329,13237,13216.5,59.1118,23617.2,-3.14243,6314.46
739,18475,0.400702,-0.406415,13299.3,13279.1,73.9376,24443.3,12.0758,7041.63
740,18500,0.345809,-0.352262,13361.7,13341,86.7509,25092.5,12.8707,8264.73
741,18525,0.314323,-0.321667,13390,13369.2,92.4453,25417.5,5.62963,9160.2
742,18550,0.325588,-0.332303,13343.6,13322.6,98.7924,25236.3,20.8486,9084.97
743,18575,0.354847,-0.362211,13268.5,13248,86.7516,24830.3,2.50508,8762.82
744,18600,0.381759,-0.388867,13198.3,13177.9,78.6801,24442.2,-0.509525,8112.66
745,18625,0.409468,-0.415449,13128.7,13107.8,75.3474,24036.2,11.8368,7205.53
746,18650,0.416483,-0.422514,13082.1,13061.4,64.0441,23876.6,0.473288,6612.08
747,18675,0.39635,-0.401983,13074.4,13053.9,63.3029,24074.2,3.49699,6379.1
748,18700,0.365924,-0.371615,13088.2,13067.7,67.2579,24397.4,5.22458,6677.87
749,18725,0.332558,-0.339014,13114.5,13093.9,71.3262,24744.6,-1.73815,7399.77
750,18750,0.292569,-0.298918,13166.2,13145.6,82.7738,25169.4,8.87872,8020.73
751,18775,0.258108,-0.264462,13219.6,13199,83.3609,25521.9,7.58119,8119
752,18800,0.249496,-0.255363,13221.9,13201.5,76.8516,25585.8,6.90232,7494.77
753,18825,0.274499,-0.280166,13152.1,13131.8,63.7728,25279.5,-2.29871,6632.68
754,18850,0.300902,-0.306772,13080.8,13060.8,50.6384,24944.2,-16.5737,6002.76
755,18875,0.27525,-0.280619,13110.6,13090.7,55.4802,25195.8,-6.70912,6007.69
756,18900,0.186823,-0.192367,13334.5,13314.4,68.1151,26171.2,-0.636608,6939.89
757,18925,0.0886017,-0.0947795,13713.6,13692.4,83.2901,27290.7,0.92887,8322.44
758,18950,0.0574563,-0.0637395,13967.2,13945.9,95.0967,27861.6,8.8567,9106.96
759,18975,0.0622864,-0.0692614,13992.1,13971,88.5785,27902.5,-7.34322,9203.64
760,19000,0.0905374,-0.0969059,13835.2,13814,82.8938,27527.7,-2.78021,8453.88
761,19025,0.144935,-0.150576,13590.4,13569,74.5869,26863.3,1.99091,7447.53
762,19050,0.202682,-0.209352,13402.4,13382,60.8602,26217.9,-22.399,7239.93
763,19075,0.249557,-0.256078,13278.9,13258.5,71.7807,25693.7,-6.89262,7634.61
764,19100,0.285446,-0.292047,13188.4,13168.1,82.7467,25265.2,5.14548,8187.39
765,19125,0.283829,-0.291689,13167.8,13147.7,78.5401,25233.3,-14.9371,8709.16
766,19150,0.24818,-0.255627,13227.9,13208,90.7778,25601.5,0.411125,9184.54
767,19175,0.227754,-0.235287,13262.2,13242.3,94.8711,25797.2,2.27054,9491.08
768,19200,0.251204,-0.259065,13193.7,13174.1,88.3467,25514,-6.99158,9288.48
769,19225,0.309643,-0.316611,13069.8,13049.6,84.8184,24849.2,4.4729,8441.8
770,19250,0.366849,-0.373937,12962,12942.1,71.8934,24147.3,-6.47194,7699.42
771,19275,0.400388,-0.407182,12886.4,12866.4,63.273,23681.6,-9.34441,6990.12
772,19300,0.396311,-0.402794,12856.6,12836.7,61.4607,23669.5,-7.54356,6717.34
773,19325,0.329916,-0.337132,12943.9,12923.6,67.2385,24442,-14.3,7581.19
774,19350,0.222176,-0.229314,13184.6,13164.1,94.5592,25680.1,7.4907,9216.79
775,19375,0.142681,-0.149986,13430.2,13409.4,109.67,26552.5,15.7197,10284.5
776,19400,0.125317,-0.133294,13511.2,13490.3,101.449,26775.9,-2.65467,10303.3
777,19425,0.154096,-0.161296,13407.7,13386.8,91.7142,26461.8,-0.25486,9250.41
778,19450,0.194409,-0.201032,13280.2,13259.1,78.8619,26022.1,-3.16805,8136.5
779,19475,0.213233,-0.219168,13222.5,13201.4,72.9625,25808.6,0.910983,7371.56
780,19500,0.211376,-0.217032,13218.1,13197.1,73.2567,25811.4,4.7287,7221.52
781,19525,0.190424,-0.197094,13268.4,13247.2,78.5905,26019.4,-4.10422,8151.37
782,19550,0.178804,-0.185754,13299.7,13278.4,100.417,26137.7,13.4377,9499.8
783,19575,0.188759,-0.196224,13265.6,13244.5,108.714,26020.3,15.6269,10228.4
784,19600,0.200528,-0.208681,13225.2,13204.4,100.826,25878.2,-0.435476,10196.4
785,19625,0.22115,-0.22828,13163.9,13142.9,98.8731,25645.2,12.1329,9433.35
786,19650,0.254997,-0.261865,13074.1,13053.1,88.8172,25259.4,7.43847,8671.86
787,19675,0.29226,-0.298532,12984.1,12963,80.5417,24823.2,8.86611,7801.63
788,19700,0.323117,-0.328619,12908.7,12887.2,74.0761,24438.3,13.6983,6944.03
789,19725,0.333867,-0.339796,12863.1,12842,65.368,24260.6,0.429795,6702.57
790,19750,0.304893,-0.310986,12889.3,12868.1,76.0785,24545.6,7.71152,7416.17
791,19775,0.241949,-0.248387,13009.8,12988.4,92.0854,25220.6,16.1059,8587.49
792,19800,0.172777,-0.17946,13195.1,13173.4,98.7887,25960.5,15.8456,9226
793,19825,0.138045,-0.143954,13322.7,13301.3,99.8149,26359.7,24.9506,8884.7
794,19850,0.150549,-0.156846,13282.4,13261.3,85.4156,26230.6,6.05626,8333.88
795,19875,0.183944,-0.189869,13174.4,13153.3,73.7679,25869,1.0529,7428.46
796,19900,0.193004,-0.197722,13145.5,13124.3,69.1912,25770.1,12.514,6447.23
797,19925,0.141938,-0.146887,13315.1,13293.9,64.8159,26331.9,2.71936,6443.26
798,19950,0.0714538,-0.0766082,13654.5,13632.9,82.8898,27212.6,14.3565,7664.53
799,19975,0.0426713,-0.0482599,13948,13926.1,101.602,27845.2,24.79,9019.6
800,20000,0.0392734,-0.0459963,14093.1,14071.1,100.344,28138.4,6.69423,9714.25
801,20025,0.0551653,-0.0610736,14015.3,13993.3,101.573,27961.3,20.2496,9230.34
802,20050,0.0903152,-0.096255,13794.9,13773.2,91.0116,27448.2,11.519,8605.78
803,20075,0.113414,-0.168442,13566.5,13573.4,719.122,26860.6,-21.0751,72108.9
804,20100,0.140424,-0.250105,13370.3,13415.3,1438.05,26236.5,-10.9644,143108
805,20125,0.157715,-0.320065,13239.4,13315.2,2090.04,25714,-19.885,208772
806,20150,0.137924,-0.333702,13236,13310.1,2524.48,25686.2,-15.3857,251832
807,20175,0.0975189,-0.303824,13324.6,13391.7,2713.15,26039.7,4.07983,269086
808,20200,0.0779498,-0.279414,13387.8,13454.6,2647.71,26280,-20.448,263297
809,20225,0.092108,-0.279455,13364.2,13429.6,2419.44,26216.1,-55.6688,242402
810,20250,0.123372,-0.293357,13295.9,13357,2134.7,25981.2,-91.5166,216178
811,20275,0.162064,-0.318037,13208.8,13264.9,1880.71,25635.4,-135.957,193480
812,20300,0.207501,-0.356855,13106.3,13159.9,1720.13,25155.9,-176.89,179994
813,20325,0.231426,-0.382783,13037.3,13092.3,1678.07,24834.5,-221.641,178239
814,20350,0.189699,-0.347951,13097.6,13148.5,1762.98,25223.1,-250.558,187562
815,20375,0.0886434,-0.255296,13367.8,13405,1938.77,26285.9,-263.001,204248
816,20400,-0.00783884,-0.168541,13762.7,13782.9,2124.73,27349.9,-295.146,222728
817,20425,-0.0381491,-0.148558,14014,14026.4,2263.89,27875.7,-346.673,238385
818,20450,-0.0340342,-0.163447,14001.4,14014.5,2340.12,27821,-416.759,249244
819,20475,-0.0117733,-0.194519,13848.1,13866.2,2367.71,27451.8,-475.587,255134
820,20500,0.0241277,-0.236176,13662.2,13685.9,2364.11,26964.2,-508.601,257036
821,20525,0.0589997,-0.275899,13521.7,13550.1,2335.62,26535.8,-558.268,257237
822,20550,0.0755712,-0.2948,13462.7,13492.5,2322.11,26334.7,-581.68,257339
823,20575,0.091537,-0.312738,13407.2,13438.1,2319.38,26137.4,-589.525,257781
824,20600,0.100648,-0.32573,13368.1,13400.3,2298.14,25996.2,-646.764,258555
825,20625,0.0911897,-0.319129,13382.1,13413.9,2288.63,26063.1,-701.2,259970
826,20650,0.0835231,-0.315757,13391.1,13422.5,2281.63,26103.4,-769.389,262321
827,20675,0.0997763,-0.340219,13325.9,13361.1,2263.21,25854.9,-867.9,265500
828,20700,0.145432,-0.395858,13195,13240.1,2255.95,25271.9,-937.23,269135
829,20725,0.202823,-0.466642,13059.5,13120.1,2250.78,24509.2,-1021.19,274051
830,20750,0.232735,-0.509342,12973.1,13043.2,2257.97,24010.9,-1109.83,279873
831,20775,0.215319,-0.499291,12962.9,13032.8,2279.68,24105.4,-1190.83,285548
832,20800,0.152608,-0.437747,13060.1,13127.5,2284.27,24798,-1295.14,289270
833,20825,0.0600527,-0.340365,13291,13360.7,2262.44,25861.3,-1400.1,289434
834,20850,7.82574e-05,-0.27797,13499.5,13567.9,2192.05,26546.6,-1529.98,286837
835,20875,-0.00591382,-0.276454,13527.1,13595.7,2084.67,26606.3,-1706.22,284209
836,20900,0.0215646,-0.311829,13409.9,13485.2,2006.46,26241.7,-1841.64,283511
837,20925,0.0477567,-0.348172,13306.3,13389,1973.62,25876.7,-1959.21,286518
838,20950,0.0313757,-0.3394,13340.4,13421.8,1982.82,25990,-2067.09,292079
839,20975,-0.0110279,-0.300373,13486.4,13563.5,2011.86,26441.8,-2149.99,297618
840,21000,-0.0480358,-0.264399,13664.1,13737.6,2008.57,26908.6,-2237.59,300248
841,21025,-0.0625042,-0.248302,13780.6,13852.8,1964.22,27181.7,-2301.01,298320
842,21050,-0.0504608,-0.26135,13737.4,13811.7,1877.58,27062.6,-2384.06,293926
843,21075,-0.0215672,-0.296733,13595.2,13676.8,1774.8,26671.1,-2517.46,290807
844,21100,0.0183285,-0.345124,13432.7,13524.5,1698.73,26157.5,-2630.61,289777
845,21125,0.068338,-0.407813,13266.7,13374.1,1631.02,25513,-2767.28,291076
846,21150,0.104669,-0.458975,13151.2,13272.7,1570.03,24978.3,-2936.14,294251
847,21175,0.105459,-0.472521,13112.6,13238.6,1523.84,24827.7,-3121.23,298553
848,21200,0.0844645,-0.461832,13123.9,13249.9,1467.79,24938.9,-3329.04,302157
849,21225,0.063611,-0.44554,13146,13272.1,1410.38,25095.9,-3473.51,302525
850,21250,0.0388107,-0.421125,13190,13316.6,1293.03,25333.2,-3638.84,297653
851,21275,0.0120052,-0.394619,13250.8,13378.2,1082.37,25599.9,-3901.9,287957
852,21300,0.00291557,-0.389933,13262,13391.7,850.341,25648.3,-4201.52,278530
853,21325,0.019031,-0.423786,13179.3,13321,657.663,25319.5,-4569.32,277310
854,21350,0.0401502,-0.469201,13079.2,13238.7,573.853,24876.7,-4887.35,284993
855,21375,0.021352,-0.468802,13084.4,13245,581.357,24897.5,-5123.62,296394
856,21400,-0.0568965,-0.397725,13297.9,13449.1,543.054,25675.7,-5422.27,303361
857,21425,-0.149074,-0.299661,13707,13858.3,421.172,26795.6,-5705.52,300223
858,21450,-0.17688,-0.263135,14038.7,14187.8,203.583,27519,-5957.02,288858
859,21475,-0.174272,-0.261331,14149.1,14299,-69.0307,27748.3,-6216.75,273837
860,21500,-0.157575,-0.277894,14041.2,14198.1,-283.75,27520.6,-6382.12,260884
861,21525,-0.126502,-0.321883,13784.5,13959.1,-391.133,26916.6,-6546.27,259277
862,21550,-0.0911155,-0.378234,13558.9,13756.8,-390.684,26287.1,-6704.51,268444
863,21575,-0.0590834,-0.426146,13408,13622.4,-319.187,25788.8,-6741.96,278971
864,21600,-0.0302601,-0.468741,13290.7,13519.2,-309.735,25345.6,-6819.33,285081
865,21625,-0.0249352,-0.48231,13249.8,13484.4,-398.03,25191.8,-6982.81,284316
866,21650,-0.0544368,-0.454206,13317.6,13553.5,-588.215,25477.2,-7259.39,276858
867,21675,-0.0836454,-0.42478,13404.6,13642.2,-872.073,25787.6,-7614.24,263673
868,21700,-0.0757883,-0.429064,13378.4,13621,-1145.46,25726.3,-7825,246546
869,21725,-0.032342,-0.475596,13233,13487.6,-1372.96,25216.8,-7976.4,233035
870,21750,0.016869,-0.545257,13073.1,13356.2,-1546.13,24490.7,-8252.65,231410
871,21775,0.0433475,-0.603864,12959.7,13272.7,-1602.78,23872.9,-8577.8,243083
872,21800,0.0316414,-0.627159,12915.8,13241.3,-1578.86,23630.8,-8940.88,262926
873,21825,-0.0328782,-0.578996,13014.2,13330.6,-1583.52,24165,-9305.63,276512
874,21850,-0.134142,-0.468527,13304.8,13630.3,-1752.31,25346.6,-9686.74,271344
875,21875,-0.207386,-0.380497,13650.6,13986.8,-2166.93,26344.6,-10172.1,247986
876,21900,-0.220805,-0.355818,13831.2,14170.4,-2672.68,26778.3,-10638.3,218289
877,21925,-0.208265,-0.37143,13754.6,14103.9,-3060.38,26599.6,-11023.3,198338
878,21950,-0.189787,-0.408659,13590.7,13959.2,-3229.12,26156.4,-11340.1,197609
879,21975,-0.182716,-0.439646,13502.5,13885.6,-3169.69,25842.8,-11533.1,213348
880,22000,-0.19175,-0.454561,13499.2,13888,-3010.41,25729.6,-11680.9,236036
881,22025,-0.208127,-0.445053,13575.6,13964.2,-2882.99,25886.6,-11699.8,248708
882,22050,-0.21021,-0.43086,13635.4,14027.2,-2907.14,26080.5,-11610.9,241720
883,22075,-0.192784,-0.434642,13591.6,13988.7,-3133.58,26027.9,-11628.1,220735
884,22100,-0.168513,-0.447669,13508.1,13911.7,-3425.51,25857.6,-11712.9,196814
885,22125,-0.141909,-0.472553,13400.1,13814,-3703.36,25565.5,-11886.2,178705
886,22150,-0.111397,-0.515723,13263,13696,-3952.38,25095.5,-12181.2,169683
887,22175,-0.0788012,-0.56639,13128.5,13584.7,-4070.98,24551.1,-12393.8,170138
888,22200,-0.0572346,-0.615456,13019.2,13500.7,-4043.12,24021.4,-12582.2,183796
889,22225,-0.0527133,-0.649164,12948,13447.6,-3908.19,23642.3,-12719.8,204911
890,22250,-0.0747552,-0.641446,12950.7,13453.3,-3787.39,23693.7,-12804.4,219984
891,22275,-0.127892,-0.584719,13062.7,13569,-3938.7,24270.7,-13094.4,214743
892,22300,-0.184088,-0.507653,13251.8,13775.7,-4407.81,25066.3,-13530.3,183824
893,22325,-0.212148,-0.46463,13392.5,13926,-5064.19,25542,-14124.3,143799
894,22350,-0.210716,-0.478604,13354.4,13900,-5631.36,25397.2,-14826.1,120346
895,22375,-0.193365,-0.52653,13206.6,13780.7,-5838.49,24874.7,-15301.6,123725
896,22400,-0.198604,-0.563508,13138.3,13732.5,-5735.02,24489.3,-15662.5,151676
897,22425,-0.259667,-0.537885,13309.2,13883.5,-5599.54,24786.1,-16129.6,183657
898,22450,-0.332179,-0.470843,13689.2,14249,-5601.33,25639.4,-16529.3,196585
899,22475,-0.352007,-0.43235,14050.8,14608.8,-5833.6,26453.8,-16799.2,183747
900,22500,-0.339691,-0.411616,14257.1,14816.7,-6262.3,27021.6,-16940.8,147671
901,22525,-0.315528,-0.409023,14176.2,14745.3,-6707.73,27005.3,-16971.2,105980
902,22550,-0.285098,-0.439293,13879.1,14470.3,-6961.19,26415.2,-17018.9,85212.2
903,22575,-0.249101,-0.493444,13581.2,14204.8,-6911.65,25672.3,-16988.1,91686.9
904,22600,-0.21257,-0.556785,13348.5,14008.6,-6685.99,24940.7,-16905.1,113591
905,22625,-0.184279,-0.61451,13186.8,13879.6,-6462.61,24303.9,-16881.3,137685
906,22650,-0.188086,-0.633425,13143,13847.7,-6365.45,24072.5,-17019.5,154311
907,22675,-0.229594,-0.604009,13235.8,13938.7,-6509.11,24360.9,-17437.8,156718
908,22700,-0.260375,-0.562794,13355.2,14064.7,-6782.76,24800.5,-17725.2,139990
909,22725,-0.248249,-0.542173,13367.1,14084.5,-7097.1,25021.9,-17649.1,104941
910,22750,-0.218793,-0.549112,13283.6,14007.8,-7573.12,24915.3,-17767.4,64496.2
911,22775,-0.190988,-0.584318,13152.6,13896.6,-8058.45,24504.5,-18221,39474.3
912,22800,-0.168814,-0.648104,12997.4,13784.7,-8232.68,23802.2,-18737.9,49165.2
913,22825,-0.181812,-0.702838,12913.5,13737,-8046.43,23182.1,-19260.8,93718.5
914,22850,-0.253713,-0.683521,13030.2,13828.5,-7737.86,23335,-19741.5,143294
915,22875,-0.361098,-0.586397,13409.4,14187.7,-7741.94,24362.1,-20330.5,161250
916,22900,-0.427693,-0.494123,13933.2,14725.2,-8280.31,25642,-21043,133464
917,22925,-0.415773,-0.465666,14316.2,15105.7,-9146.9,26593.9,-21711.9,77835.3
918,22950,-0.399082,-0.458131,14361,15159.6,-9928.52,26828.9,-22213.5,24066
919,22975,-0.385916,-0.471745,14167.9,14987.5,-10353.9,26476.4,-22497.8,-3858.61
920,23000,-0.377035,-0.509408,13895.4,14746.7,-10282.6,25793.8,-22589.8,9162.37
921,23025,-0.374644,-0.554838,13701.7,14583.9,-9773.85,25147.4,-22470.7,55832.9
922,23050,-0.381675,-0.57613,13674.6,14566.7,-9221.35,24906,-22250.5,100908
923,23075,-0.37925,-0.579008,13674.9,14573.1,-8939.14,24900.9,-21976.2,116431
924,23100,-0.359613,-0.578115,13621.8,14527.7,-8990.41,24917.3,-21722.7,100546
925,23125,-0.339915,-0.570653,13586.5,14500.7,-9348.74,25012.2,-21711.6,65087.8
926,23150,-0.330958,-0.563949,13576,14500.5,-9922.87,25094.4,-22085.3,25487
927,23175,-0.316024,-0.571104,13506.6,14444.2,-10469.5,24989.7,-22475.2,-9825.35
928,23200,-0.275943,-0.608551,13312.6,14269.6,-10720.3,24516.8,-22505,-30156.4
929,23225,-0.222951,-0.685068,13070.2,14072.3,-10568.3,23643.9,-22362.1,-16450.9
930,23250,-0.199361,-0.762594,12905,13965,-10106.7,22746.7,-22309.5,31332.3
931,23275,-0.238522,-0.780862,12901.1,13965.6,-9609.97,22455.7,-22488.3,88508.6
932,23300,-0.3235,-0.715098,13101.7,14147.8,-9467.16,23104,-22908.6,115284
933,23325,-0.409299,-0.600619,13487.4,14566.3,-9986.65,24390.4,-23586.4,85189.3
934,23350,-0.432831,-0.53625,13842.7,14940.6,-11073.6,25409.5,-24513.2,15938.4
935,23375,-0.42536,-0.524164,13919.8,15028,-12171.1,25689.8,-25436.4,-50442.4
936,23400,-0.415383,-0.547602,13712.2,14847,-12776.1,25222.1,-26039.5,-81192.6
937,23425,-0.415463,-0.592007,13505.1,14674.5,-12749.7,24533.5,-26389.3,-60695.5
938,23450,-0.450004,-0.620397,13560.7,14732.9,-12349,24198,-26812.6,-2074.71
939,23475,-0.496446,-0.617424,13844.9,14993.2,-11904.6,24398.6,-27179.1,56046.2
940,23500,-0.509831,-0.595196,14196.4,15333.4,-11682.5,25087.6,-27207.8,77323.1
941,23525,-0.490201,-0.565255,14455.8,15591.9,-11966.5,25920.1,-27123.9,44966.7
942,23550,-0.457609,-0.544076,14415.2,15562.5,-12579,26247.5,-27003.3,-20276.4
943,23575,-0.416415,-0.547416,14095.5,15261.6,-13052,25922.4,-26696.8,-78725.1
944,23600,-0.372376,-0.587162,13718.3,14914.2,-13214.7,25194.4,-26468.3,-101437
945,23625,-0.335036,-0.652715,13414.6,14658.8,-13101.5,24314.2,-26415.2,-88098.4
946,23650,-0.312365,-0.716275,13218.5,14509,-12788.9,23522.4,-26377.4,-54881.3
947,23675,-0.323687,-0.753264,13147.4,14461.1,-12435.1,23013.4,-26508.5,-12342.5
948,23700,-0.36198,-0.75347,13188.5,14499.8,-12128.7,22908.9,-26719.5,26079.7
949,23725,-0.389064,-0.723052,13274.6,14588.6,-11930.3,23220.9,-26618.5,38076.3
950,23750,-0.395512,-0.672658,13381.1,14712.5,-12139.1,23855.7,-26461.5,7015.32
951,23775,-0.396099,-0.623514,13496.1,14848,-12989.2,24505.2,-26865.9,-61196.3
952,23800,-0.385328,-0.614088,13472.3,14838.4,-14069.9,24611.9,-27683.7,-130583
953,23825,-0.364728,-0.660065,13256.8,14660.7,-14741.3,23966.1,-28459.4,-158345
954,23850,-0.360014,-0.732944,13056.6,14522.2,-14665.1,23012.5,-28981,-123053
955,23875,-0.418753,-0.763258,13104.6,14564.2,-14089.8,22496.2,-29486.3,-43774.3
956,23900,-0.531678,-0.707906,13532.7,14916.7,-13691.2,22997.2,-30251.5,21905.5
957,23925,-0.596066,-0.637054,14183.1,15546.9,-13989.2,24234.7,-31199.2,27705.8
958,23950,-0.56285,-0.61212,14759.3,16098.8,-14922.2,25658.2,-32048.2,-25060.3
959,23975,-0.529559,-0.581222,14983.9,16325.8,-15978.7,26576.5,-32511.5,-107888
960,24000,-0.506856,-0.571402,14788,16154.5,-16843.9,26517,-32759,-181164
961,24025,-0.487133,-0.595774,14290.4,15700.2,-17060.9,25623.4,-32560.3,-209323
962,24050,-0.463116,-0.650321,13829.5,15292.9,-16499.9,24544.2,-31937.1,-178416
963,24075,-0.462767,-0.70404,13623.6,15127.8,-15660.9,23721.6,-31535.1,-111068
964,24100,-0.472101,-0.731521,13562.5,15082.2,-14918.3,23302.5,-31160.9,-53767.5
965,24125,-0.468662,-0.736106,13528.4,15056.6,-14507.7,23228,-30727.6,-32638.8
966,24150,-0.472437,-0.716715,13577,15113.3,-14743.7,23484.7,-30850.1,-51765.5
967,24175,-0.484582,-0.679259,13719.6,15267.5,-15509.4,24018.8,-31491.8,-100957
968,24200,-0.469062,-0.651025,13760,15321.6,-16324.8,24461.6,-31829.9,-166880
969,24225,-0.419058,-0.657803,13532.5,15103.5,-16878.2,24313.6,-31618.5,-228360
970,24250,-0.34746,-0.726775,13162.3,14768.8,-17029,23412.8,-31324.3,-249884
971,24275,-0.30625,-0.833543,12880.6,14589.1,-16670.2,22088.8,-31354.1,-205433
972,24300,-0.347217,-0.896309,12815.5,14562.8,-15830,21145.1,-31564.8,-110228
973,24325,-0.469556,-0.847797,13089.2,14756.4,-15217.9,21435.9,-32205.4,-28748.6
974,24350,-0.602157,-0.714625,13693.6,15352.5,-15583.2,22881.5,-33400.6,-26305.7
975,24375,-0.601887,-0.650777,14305.2,15971.2,-16911,24498.2,-34686,-102815
976,24400,-0.573413,-0.62125,14610,16276.4,-18567.9,25508.4,-35967.6,-207846
977,24425,-0.560002,-0.613109,14442.3,16135.5,-19825.7,25433,-36781.9,-294453
978,24450,-0.561526,-0.630857,14053.4,15785.9,-20287.7,24642.9,-37081.9,-325472
979,24475,-0.586828,-0.675385,13803.6,15571,-19894.1,23646.9,-37272.4,-276970
980,24500,-0.622166,-0.718013,13831.5,15608.1,-18895.8,22994.4,-37225.1,-180262
981,24525,-0.638378,-0.728405,14069.6,15835,-17995.3,23115.5,-36920.3,-105751
982,24550,-0.626933,-0.709095,14341.6,16100.1,-17939,23833.4,-36836.2,-104627
983,24575,-0.590488,-0.675639,14376.7,16145,-18462.9,24540.3,-36564.4,-168556
984,24600,-0.540966,-0.649832,14096.4,15884.9,-19084.3,24730.9,-35954.7,-256250
985,24625,-0.498868,-0.658834,13708.9,15523.7,-19707.3,24312.8,-35769.6,-323339
986,24650,-0.470289,-0.699178,13372.9,15227.7,-20117.9,23575.9,-35978.1,-350676
987,24675,-0.452913,-0.753446,13120.1,15022,-20150.8,22753.4,-36169.4,-341266
988,24700,-0.443982,-0.816266,12919.5,14872.6,-19626.9,21853.9,-36012.4,-292516
989,24725,-0.449139,-0.872647,12788.9,14782,-18578.8,21022.4,-35455.2,-211112
990,24750,-0.487794,-0.876961,12822.4,14811.2,-17655.4,20798.5,-35051.8,-139909
991,24775,-0.555498,-0.794711,13115.2,15112.4,-17670.8,21729.2,-35372.4,-136079
992,24800,-0.589739,-0.69601,13556.1,15602.7,-18866.8,23239.9,-36409.8,-215456
993,24825,-0.575755,-0.654882,13816.1,15875.2,-20740.6,24179.6,-37932.1,-332652
