Time,StepCount,V_wind,psi_wind_deg,ramp_duration,psi,u,v,tau_wind_surge,tau_wind_sway,tau_wind_yaw,enable_ramp
208,208,5.500000,20.000000,10.000000,1.076754,0.970517,-1.322058,-56.707912,-15218.293991,-1534475.016541,1
209,209,5.500000,20.000000,10.000000,1.075650,0.969448,-1.322737,-54.397213,-15204.120447,-1533844.597502,1
210,210,5.500000,20.000000,10.000000,1.074528,0.968628,-1.323272,-52.139166,-15191.021827,-1533305.463584,1
211,211,5.500000,20.000000,10.000000,1.073399,0.968036,-1.323674,-49.947581,-15178.984751,-1532851.350172,1
212,212,5.500000,20.000000,10.000000,1.072274,0.967652,-1.323955,-47.834770,-15167.991057,-1532476.032845,1
213,213,5.500000,20.000000,10.000000,1.071164,0.967454,-1.324126,-45.811602,-15158.018404,-1532173.369460,1
214,214,5.500000,20.000000,10.000000,1.070078,0.967425,-1.324200,-43.887564,-15149.040824,-1531937.336951,1
215,215,5.500000,20.000000,10.000000,1.069024,0.967545,-1.324186,-42.070819,-15141.029247,-1531762.063046,1
216,216,5.500000,20.000000,10.000000,1.068010,0.967797,-1.324095,-40.368273,-15133.951978,-1531641.853112,1
217,217,5.500000,20.000000,10.000000,1.067042,0.968161,-1.323937,-38.785640,-15127.775136,-1531571.212441,1
218,218,5.500000,20.000000,10.000000,1.066126,0.968623,-1.323721,-37.327505,-15122.463062,-1531544.864255,1
219,219,5.500000,20.000000,10.000000,1.065267,0.969166,-1.323456,-35.997392,-15117.978681,-1531557.763786,1
220,220,5.500000,20.000000,10.000000,1.064470,0.969775,-1.323152,-34.797832,-15114.283835,-1531605.108756,1
221,221,5.500000,20.000000,10.000000,1.063739,0.970436,-1.322815,-33.730428,-15111.339583,-1531682.346616,1
222,222,5.500000,20.000000,10.000000,1.063076,0.971135,-1.322454,-32.795919,-15109.106470,-1531785.178896,1
223,223,5.500000,20.000000,10.000000,1.062484,0.971861,-1.322075,-31.994246,-15107.544770,-1531909.562997,1
224,224,5.500000,20.000000,10.000000,1.061964,0.972601,-1.321687,-31.324616,-15106.614700,-1532051.711764,1
225,225,5.500000,20.000000,10.000000,1.061518,0.973344,-1.321293,-30.785563,-15106.276618,-1532208.091147,1
226,226,5.500000,20.000000,10.000000,1.061147,0.974082,-1.320901,-30.375010,-15106.491187,-1532375.416245,1
